Acorn,DateTime,Conso_moy_predict,Date,Acorn_grouped,nb_clients,WeatherHour,visibility,windBearing,temperature,dewPoint,pressure,apparentTemperature,windSpeed,precipType,icon,humidity,summary,temperature_half_hour,is_holiday,hour,minute,half_hour_slot,weekday,is_weekend,month,dayofyear,weekofyear
ACORN-F,2014-01-14 16:30:00,0.245312693423707,2014-01-14,Comfortable,633,2014-01-14 16:00:00,13.57,233.0,5.76,-0.16,1006.76,3.68,2.64,rain,partly-cloudy-day,0.66,Mostly Cloudy,5.555,0,16,30,33,1,0,1,14,3
ACORN-F,2014-01-14 17:00:00,0.2739438999842806,2014-01-14,Comfortable,633,2014-01-14 17:00:00,16.09,223.0,4.71,0.27,1007.33,2.17,2.98,rain,partly-cloudy-night,0.73,Partly Cloudy,5.0,0,17,0,34,1,0,1,14,3
ACORN-F,2014-01-14 17:30:00,0.3027609093636133,2014-01-14,Comfortable,633,2014-01-14 17:00:00,16.09,223.0,4.71,0.27,1007.33,2.17,2.98,rain,partly-cloudy-night,0.73,Partly Cloudy,5.0,0,17,30,35,1,0,1,14,3
ACORN-F,2014-01-14 18:00:00,0.3246571725580897,2014-01-14,Comfortable,633,2014-01-14 18:00:00,15.55,210.0,4.68,1.06,1007.33,2.2,2.9,rain,partly-cloudy-night,0.77,Partly Cloudy,5.0,0,18,0,36,1,0,1,14,3
ACORN-F,2014-01-14 18:30:00,0.3432784460450547,2014-01-14,Comfortable,633,2014-01-14 18:00:00,15.55,210.0,4.68,1.06,1007.33,2.2,2.9,rain,partly-cloudy-night,0.77,Partly Cloudy,5.28,0,18,30,37,1,0,1,14,3
ACORN-F,2014-01-14 19:00:00,0.3542378611668453,2014-01-14,Comfortable,633,2014-01-14 19:00:00,16.09,193.0,5.11,1.17,1007.08,2.59,3.07,rain,partly-cloudy-night,0.76,Mostly Cloudy,5.56,0,19,0,38,1,0,1,14,3
ACORN-F,2014-01-14 19:30:00,0.3567848874249523,2014-01-14,Comfortable,633,2014-01-14 19:00:00,16.09,193.0,5.11,1.17,1007.08,2.59,3.07,rain,partly-cloudy-night,0.76,Mostly Cloudy,5.835,0,19,30,39,1,0,1,14,3
ACORN-F,2014-01-14 20:00:00,0.3481914055337071,2014-01-14,Comfortable,633,2014-01-14 20:00:00,13.29,185.0,5.57,1.55,1006.76,3.25,2.91,rain,clear-night,0.75,Clear,6.11,0,20,0,40,1,0,1,14,3
ACORN-F,2014-01-14 20:30:00,0.3424697329466333,2014-01-14,Comfortable,633,2014-01-14 20:00:00,13.29,185.0,5.57,1.55,1006.76,3.25,2.91,rain,clear-night,0.75,Clear,6.11,0,20,30,41,1,0,1,14,3
ACORN-F,2014-01-14 21:00:00,0.3321492584390578,2014-01-14,Comfortable,633,2014-01-14 21:00:00,12.49,185.0,5.71,1.89,1006.37,3.14,3.31,rain,clear-night,0.76,Clear,6.11,0,21,0,42,1,0,1,14,3
ACORN-F,2014-01-14 21:30:00,0.3187663623036136,2014-01-14,Comfortable,633,2014-01-14 21:00:00,12.49,185.0,5.71,1.89,1006.37,3.14,3.31,rain,clear-night,0.76,Clear,5.835,0,21,30,43,1,0,1,14,3
ACORN-F,2014-01-14 22:00:00,0.3004405588242219,2014-01-14,Comfortable,633,2014-01-14 22:00:00,11.44,179.0,5.41,2.92,1005.48,2.73,3.38,rain,clear-night,0.84,Clear,5.56,0,22,0,44,1,0,1,14,3
ACORN-F,2014-01-14 22:30:00,0.2792545895250377,2014-01-14,Comfortable,633,2014-01-14 22:00:00,11.44,179.0,5.41,2.92,1005.48,2.73,3.38,rain,clear-night,0.84,Clear,5.835,0,22,30,45,1,0,1,14,3
ACORN-F,2014-01-14 23:00:00,0.2492155732577499,2014-01-14,Comfortable,633,2014-01-14 23:00:00,10.15,182.0,5.97,4.08,1004.71,3.11,3.89,rain,clear-night,0.88,Clear,6.11,0,23,0,46,1,0,1,14,3
ACORN-F,2014-01-14 23:30:00,0.21893946116796,2014-01-14,Comfortable,633,2014-01-14 23:00:00,10.15,182.0,5.97,4.08,1004.71,3.11,3.89,rain,clear-night,0.88,Clear,6.39,0,23,30,47,1,0,1,14,3
ACORN-Q,2014-01-13 00:00:00,0.1790859959820344,2014-01-13,Adversity,749,2014-01-13 00:00:00,10.75,221.0,9.72,8.54,1005.2,6.98,5.71,rain,clear-night,0.92,Clear,10.0,0,0,0,0,0,0,1,13,3
ACORN-Q,2014-01-13 00:30:00,0.1600229811493784,2014-01-13,Adversity,749,2014-01-13 00:00:00,10.75,221.0,9.72,8.54,1005.2,6.98,5.71,rain,clear-night,0.92,Clear,9.445,0,0,30,1,0,0,1,13,3
ACORN-Q,2014-01-13 01:00:00,0.1415501397080926,2014-01-13,Adversity,749,2014-01-13 01:00:00,12.17,253.0,8.56,6.14,1006.41,5.36,6.13,rain,clear-night,0.85,Clear,8.89,0,1,0,2,0,0,1,13,3
ACORN-Q,2014-01-13 01:30:00,0.1257194676563408,2014-01-13,Adversity,749,2014-01-13 01:00:00,12.17,253.0,8.56,6.14,1006.41,5.36,6.13,rain,clear-night,0.85,Clear,8.055,0,1,30,3,0,0,1,13,3
ACORN-Q,2014-01-13 02:00:00,0.1156642016621786,2014-01-13,Adversity,749,2014-01-13 02:00:00,12.65,243.0,7.18,5.16,1007.32,4.0,5.16,rain,clear-night,0.87,Clear,7.22,0,2,0,4,0,0,1,13,3
ACORN-Q,2014-01-13 02:30:00,0.1081603328406412,2014-01-13,Adversity,749,2014-01-13 02:00:00,12.65,243.0,7.18,5.16,1007.32,4.0,5.16,rain,clear-night,0.87,Clear,6.945,0,2,30,5,0,0,1,13,3
ACORN-Q,2014-01-13 03:00:00,0.1008999373487194,2014-01-13,Adversity,749,2014-01-13 03:00:00,13.39,229.0,6.58,4.63,1007.65,4.01,3.63,rain,clear-night,0.87,Clear,6.67,0,3,0,6,0,0,1,13,3
ACORN-Q,2014-01-13 03:30:00,0.0954204952882192,2014-01-13,Adversity,749,2014-01-13 03:00:00,13.39,229.0,6.58,4.63,1007.65,4.01,3.63,rain,clear-night,0.87,Clear,6.67,0,3,30,7,0,0,1,13,3
ACORN-Q,2014-01-13 04:00:00,0.0919188635221721,2014-01-13,Adversity,749,2014-01-13 04:00:00,14.03,221.0,6.33,4.48,1007.76,3.69,3.67,rain,clear-night,0.88,Clear,6.67,0,4,0,8,0,0,1,13,3
ACORN-Q,2014-01-13 04:30:00,0.0910456858776296,2014-01-13,Adversity,749,2014-01-13 04:00:00,14.03,221.0,6.33,4.48,1007.76,3.69,3.67,rain,clear-night,0.88,Clear,6.39,0,4,30,9,0,0,1,13,3
ACORN-Q,2014-01-13 05:00:00,0.0914620773974428,2014-01-13,Adversity,749,2014-01-13 05:00:00,13.1,220.0,5.96,4.38,1007.77,3.16,3.77,rain,clear-night,0.9,Clear,6.11,0,5,0,10,0,0,1,13,3
ACORN-Q,2014-01-13 05:30:00,0.0993082540331435,2014-01-13,Adversity,749,2014-01-13 05:00:00,13.1,220.0,5.96,4.38,1007.77,3.16,3.77,rain,clear-night,0.9,Clear,6.39,0,5,30,11,0,0,1,13,3
ACORN-Q,2014-01-13 06:00:00,0.1067357075717522,2014-01-13,Adversity,749,2014-01-13 06:00:00,14.37,220.0,6.19,4.41,1007.86,3.56,3.57,rain,clear-night,0.88,Clear,6.67,0,6,0,12,0,0,1,13,3
ACORN-Q,2014-01-13 06:30:00,0.1156914290765777,2014-01-13,Adversity,749,2014-01-13 06:00:00,14.37,220.0,6.19,4.41,1007.86,3.56,3.57,rain,clear-night,0.88,Clear,6.115,0,6,30,13,0,0,1,13,3
ACORN-Q,2014-01-13 07:00:00,0.1225941654222285,2014-01-13,Adversity,749,2014-01-13 07:00:00,14.18,216.0,5.48,3.57,1008.14,2.74,3.51,rain,clear-night,0.87,Clear,5.56,0,7,0,14,0,0,1,13,3
ACORN-Q,2014-01-13 07:30:00,0.1344473189235648,2014-01-13,Adversity,749,2014-01-13 07:00:00,14.18,216.0,5.48,3.57,1008.14,2.74,3.51,rain,clear-night,0.87,Clear,5.56,0,7,30,15,0,0,1,13,3
ACORN-Q,2014-01-13 08:00:00,0.1501740522058781,2014-01-13,Adversity,749,2014-01-13 08:00:00,11.88,213.0,5.42,3.77,1008.2,2.68,3.5,rain,partly-cloudy-night,0.89,Partly Cloudy,5.56,0,8,0,16,0,0,1,13,3
ACORN-Q,2014-01-13 08:30:00,0.1653367266241463,2014-01-13,Adversity,749,2014-01-13 08:00:00,11.88,213.0,5.42,3.77,1008.2,2.68,3.5,rain,partly-cloudy-night,0.89,Partly Cloudy,6.115,0,8,30,17,0,0,1,13,3
ACORN-Q,2014-01-13 09:00:00,0.1612219391662939,2014-01-13,Adversity,749,2014-01-13 09:00:00,12.12,211.0,6.3,4.21,1008.07,3.74,3.5,rain,partly-cloudy-day,0.86,Partly Cloudy,6.67,0,9,0,18,0,0,1,13,3
ACORN-Q,2014-01-13 09:30:00,0.162255133913807,2014-01-13,Adversity,749,2014-01-13 09:00:00,12.12,211.0,6.3,4.21,1008.07,3.74,3.5,rain,partly-cloudy-day,0.86,Partly Cloudy,6.945,0,9,30,19,0,0,1,13,3
ACORN-Q,2014-01-13 10:00:00,0.161592687666384,2014-01-13,Adversity,749,2014-01-13 10:00:00,12.25,202.0,7.06,4.48,1007.75,4.62,3.59,rain,partly-cloudy-day,0.84,Partly Cloudy,7.22,0,10,0,20,0,0,1,13,3
ACORN-Q,2014-01-13 10:30:00,0.1632896259249636,2014-01-13,Adversity,749,2014-01-13 10:00:00,12.25,202.0,7.06,4.48,1007.75,4.62,3.59,rain,partly-cloudy-day,0.84,Partly Cloudy,8.055,0,10,30,21,0,0,1,13,3
ACORN-Q,2014-01-13 11:00:00,0.1645463053441534,2014-01-13,Adversity,749,2014-01-13 11:00:00,12.25,203.0,8.49,4.47,1007.2,6.01,4.29,rain,clear-day,0.76,Clear,8.89,0,11,0,22,0,0,1,13,3
ACORN-Q,2014-01-13 11:30:00,0.1630679901221156,2014-01-13,Adversity,749,2014-01-13 11:00:00,12.25,203.0,8.49,4.47,1007.2,6.01,4.29,rain,clear-day,0.76,Clear,9.165,0,11,30,23,0,0,1,13,3
ACORN-Q,2014-01-13 12:00:00,0.162471101129803,2014-01-13,Adversity,749,2014-01-13 12:00:00,12.13,200.0,9.01,3.96,1006.36,6.33,5.04,rain,partly-cloudy-day,0.71,Partly Cloudy,9.44,0,12,0,24,0,0,1,13,3
ACORN-Q,2014-01-13 12:30:00,0.1622898268660714,2014-01-13,Adversity,749,2014-01-13 12:00:00,12.13,200.0,9.01,3.96,1006.36,6.33,5.04,rain,partly-cloudy-day,0.71,Partly Cloudy,9.44,0,12,30,25,0,0,1,13,3
ACORN-Q,2014-01-13 13:00:00,0.1605779200338363,2014-01-13,Adversity,749,2014-01-13 13:00:00,12.05,200.0,8.98,3.73,1005.4,6.5,4.56,rain,partly-cloudy-day,0.7,Mostly Cloudy,9.44,0,13,0,26,0,0,1,13,3
ACORN-Q,2014-01-13 13:30:00,0.1596278753062561,2014-01-13,Adversity,749,2014-01-13 13:00:00,12.05,200.0,8.98,3.73,1005.4,6.5,4.56,rain,partly-cloudy-day,0.7,Mostly Cloudy,9.44,0,13,30,27,0,0,1,13,3
ACORN-Q,2014-01-13 14:00:00,0.160668392388968,2014-01-13,Adversity,749,2014-01-13 14:00:00,12.04,193.0,8.92,4.57,1004.34,6.28,4.91,rain,clear-day,0.74,Clear,9.44,0,14,0,28,0,0,1,13,3
ACORN-Q,2014-01-13 14:30:00,0.1597835363686086,2014-01-13,Adversity,749,2014-01-13 14:00:00,12.04,193.0,8.92,4.57,1004.34,6.28,4.91,rain,clear-day,0.74,Clear,9.44,0,14,30,29,0,0,1,13,3
ACORN-Q,2014-01-13 15:00:00,0.1601146351476128,2014-01-13,Adversity,749,2014-01-13 15:00:00,11.99,183.0,8.8,5.02,1003.7,6.44,4.18,rain,partly-cloudy-day,0.77,Mostly Cloudy,9.44,0,15,0,30,0,0,1,13,3
ACORN-Q,2014-01-13 15:30:00,0.1670919565434602,2014-01-13,Adversity,749,2014-01-13 15:00:00,11.99,183.0,8.8,5.02,1003.7,6.44,4.18,rain,partly-cloudy-day,0.77,Mostly Cloudy,8.885,0,15,30,31,0,0,1,13,3
ACORN-Q,2014-01-13 16:00:00,0.1796227113914069,2014-01-13,Adversity,749,2014-01-13 16:00:00,12.13,176.0,7.97,4.46,1002.92,5.28,4.46,rain,partly-cloudy-day,0.79,Partly Cloudy,8.33,0,16,0,32,0,0,1,13,3
ACORN-Q,2014-01-13 16:30:00,0.1958576197117528,2014-01-13,Adversity,749,2014-01-13 16:00:00,12.13,176.0,7.97,4.46,1002.92,5.28,4.46,rain,partly-cloudy-day,0.79,Partly Cloudy,8.33,0,16,30,33,0,0,1,13,3
ACORN-Q,2014-01-13 17:00:00,0.215309089958228,2014-01-13,Adversity,749,2014-01-13 17:00:00,10.24,178.0,7.98,4.98,1002.46,5.12,4.86,rain,partly-cloudy-night,0.81,Mostly Cloudy,8.33,0,17,0,34,0,0,1,13,3
ACORN-Q,2014-01-13 17:30:00,0.2339779920835629,2014-01-13,Adversity,749,2014-01-13 17:00:00,10.24,178.0,7.98,4.98,1002.46,5.12,4.86,rain,partly-cloudy-night,0.81,Mostly Cloudy,7.22,0,17,30,35,0,0,1,13,3
ACORN-Q,2014-01-13 18:00:00,0.2520801516398699,2014-01-13,Adversity,749,2014-01-13 18:00:00,11.54,188.0,6.31,4.06,1002.05,2.83,5.33,rain,partly-cloudy-night,0.85,Mostly Cloudy,6.11,0,18,0,36,0,0,1,13,3
ACORN-Q,2014-01-13 18:30:00,0.2668837967845099,2014-01-13,Adversity,749,2014-01-13 18:00:00,11.54,188.0,6.31,4.06,1002.05,2.83,5.33,rain,partly-cloudy-night,0.85,Mostly Cloudy,6.11,0,18,30,37,0,0,1,13,3
ACORN-Q,2014-01-13 19:00:00,0.273494164946526,2014-01-13,Adversity,749,2014-01-13 19:00:00,11.49,197.0,6.25,4.43,1001.68,3.26,4.27,rain,partly-cloudy-night,0.88,Mostly Cloudy,6.11,0,19,0,38,0,0,1,13,3
ACORN-Q,2014-01-13 19:30:00,0.2697990973342966,2014-01-13,Adversity,749,2014-01-13 19:00:00,11.49,197.0,6.25,4.43,1001.68,3.26,4.27,rain,partly-cloudy-night,0.88,Mostly Cloudy,6.665,0,19,30,39,0,0,1,13,3
ACORN-Q,2014-01-13 20:00:00,0.2625207859116896,2014-01-13,Adversity,749,2014-01-13 20:00:00,12.13,197.0,6.79,4.65,1001.45,3.91,4.3,rain,partly-cloudy-night,0.86,Mostly Cloudy,7.22,0,20,0,40,0,0,1,13,3
ACORN-Q,2014-01-13 20:30:00,0.2530784437949434,2014-01-13,Adversity,749,2014-01-13 20:00:00,12.13,197.0,6.79,4.65,1001.45,3.91,4.3,rain,partly-cloudy-night,0.86,Mostly Cloudy,6.945,0,20,30,41,0,0,1,13,3
ACORN-Q,2014-01-13 21:00:00,0.2410813221641815,2014-01-13,Adversity,749,2014-01-13 21:00:00,12.86,202.0,6.43,3.73,1001.06,3.78,3.71,rain,partly-cloudy-night,0.83,Mostly Cloudy,6.67,0,21,0,42,0,0,1,13,3
ACORN-Q,2014-01-13 21:30:00,0.2331870362307603,2014-01-13,Adversity,749,2014-01-13 21:00:00,12.86,202.0,6.43,3.73,1001.06,3.78,3.71,rain,partly-cloudy-night,0.83,Mostly Cloudy,6.67,0,21,30,43,0,0,1,13,3
ACORN-Q,2014-01-13 22:00:00,0.2247099627398993,2014-01-13,Adversity,749,2014-01-13 22:00:00,13.34,200.0,6.4,3.35,1000.77,4.0,3.29,rain,clear-night,0.81,Clear,6.67,0,22,0,44,0,0,1,13,3
ACORN-Q,2014-01-13 22:30:00,0.2123278589148984,2014-01-13,Adversity,749,2014-01-13 22:00:00,13.34,200.0,6.4,3.35,1000.77,4.0,3.29,rain,clear-night,0.81,Clear,6.67,0,22,30,45,0,0,1,13,3
ACORN-Q,2014-01-13 23:00:00,0.1949393051225167,2014-01-13,Adversity,749,2014-01-13 23:00:00,13.55,207.0,6.39,3.41,1000.69,4.19,2.97,rain,clear-night,0.81,Clear,6.67,0,23,0,46,0,0,1,13,3
ACORN-Q,2014-01-13 23:30:00,0.1737089171049467,2014-01-13,Adversity,749,2014-01-13 23:00:00,13.55,207.0,6.39,3.41,1000.69,4.19,2.97,rain,clear-night,0.81,Clear,6.67,0,23,30,47,0,0,1,13,3
ACORN-Q,2014-01-14 00:00:00,0.1686901988793812,2014-01-14,Adversity,749,2014-01-14 00:00:00,13.53,214.0,6.31,3.18,1000.76,4.15,2.89,rain,clear-night,0.8,Clear,6.67,0,0,0,0,1,0,1,14,3
ACORN-Q,2014-01-14 00:30:00,0.1526201520451888,2014-01-14,Adversity,749,2014-01-14 00:00:00,13.53,214.0,6.31,3.18,1000.76,4.15,2.89,rain,clear-night,0.8,Clear,6.39,0,0,30,1,1,0,1,14,3
ACORN-Q,2014-01-14 01:00:00,0.138101250733715,2014-01-14,Adversity,749,2014-01-14 01:00:00,13.34,222.0,5.8,3.14,1000.68,3.34,3.18,rain,clear-night,0.83,Clear,6.11,0,1,0,2,1,0,1,14,3
ACORN-Q,2014-01-14 01:30:00,0.1222702990370949,2014-01-14,Adversity,749,2014-01-14 01:00:00,13.34,222.0,5.8,3.14,1000.68,3.34,3.18,rain,clear-night,0.83,Clear,6.11,0,1,30,3,1,0,1,14,3
ACORN-Q,2014-01-14 02:00:00,0.1135692996297246,2014-01-14,Adversity,749,2014-01-14 02:00:00,12.68,244.0,5.56,3.11,1000.9,3.31,2.83,rain,clear-night,0.84,Clear,6.11,0,2,0,4,1,0,1,14,3
ACORN-Q,2014-01-14 02:30:00,0.1056217613572858,2014-01-14,Adversity,749,2014-01-14 02:00:00,12.68,244.0,5.56,3.11,1000.9,3.31,2.83,rain,clear-night,0.84,Clear,5.835,0,2,30,5,1,0,1,14,3
ACORN-Q,2014-01-14 03:00:00,0.0995652676008623,2014-01-14,Adversity,749,2014-01-14 03:00:00,12.63,253.0,5.06,2.68,1001.14,2.74,2.78,rain,clear-night,0.85,Clear,5.56,0,3,0,6,1,0,1,14,3
ACORN-Q,2014-01-14 03:30:00,0.0950597211770585,2014-01-14,Adversity,749,2014-01-14 03:00:00,12.63,253.0,5.06,2.68,1001.14,2.74,2.78,rain,clear-night,0.85,Clear,5.0,0,3,30,7,1,0,1,14,3
ACORN-Q,2014-01-14 04:00:00,0.0919434061686173,2014-01-14,Adversity,749,2014-01-14 04:00:00,13.2,276.0,4.08,1.76,1001.16,1.7,2.63,rain,clear-night,0.85,Clear,4.44,0,4,0,8,1,0,1,14,3
ACORN-Q,2014-01-14 04:30:00,0.092288651894621,2014-01-14,Adversity,749,2014-01-14 04:00:00,13.2,276.0,4.08,1.76,1001.16,1.7,2.63,rain,clear-night,0.85,Clear,3.885,0,4,30,9,1,0,1,14,3
ACORN-Q,2014-01-14 05:00:00,0.0932233104791378,2014-01-14,Adversity,749,2014-01-14 05:00:00,13.08,286.0,3.2,1.65,1001.34,0.84,2.42,rain,clear-night,0.9,Clear,3.33,0,5,0,10,1,0,1,14,3
ACORN-Q,2014-01-14 05:30:00,0.1002286618002559,2014-01-14,Adversity,749,2014-01-14 05:00:00,13.08,286.0,3.2,1.65,1001.34,0.84,2.42,rain,clear-night,0.9,Clear,3.055,0,5,30,11,1,0,1,14,3
ACORN-Q,2014-01-14 06:00:00,0.1077558283501704,2014-01-14,Adversity,749,2014-01-14 06:00:00,11.97,289.0,2.57,1.44,1001.74,0.16,2.36,rain,clear-night,0.92,Clear,2.78,0,6,0,12,1,0,1,14,3
ACORN-Q,2014-01-14 06:30:00,0.1196225096569259,2014-01-14,Adversity,749,2014-01-14 06:00:00,11.97,289.0,2.57,1.44,1001.74,0.16,2.36,rain,clear-night,0.92,Clear,2.78,0,6,30,13,1,0,1,14,3
ACORN-Q,2014-01-14 07:00:00,0.1335819520306677,2014-01-14,Adversity,749,2014-01-14 07:00:00,10.98,277.0,2.53,1.13,1002.75,-0.54,3.09,rain,clear-night,0.9,Clear,2.78,0,7,0,14,1,0,1,14,3
ACORN-Q,2014-01-14 07:30:00,0.1486645555474405,2014-01-14,Adversity,749,2014-01-14 07:00:00,10.98,277.0,2.53,1.13,1002.75,-0.54,3.09,rain,clear-night,0.9,Clear,2.5,0,7,30,15,1,0,1,14,3
ACORN-Q,2014-01-14 08:00:00,0.1583380914752189,2014-01-14,Adversity,749,2014-01-14 08:00:00,11.27,268.0,2.05,0.89,1003.66,-1.16,3.15,rain,clear-night,0.92,Clear,2.22,0,8,0,16,1,0,1,14,3
ACORN-Q,2014-01-14 08:30:00,0.1675440551837418,2014-01-14,Adversity,749,2014-01-14 08:00:00,11.27,268.0,2.05,0.89,1003.66,-1.16,3.15,rain,clear-night,0.92,Clear,2.22,0,8,30,17,1,0,1,14,3
ACORN-Q,2014-01-14 09:00:00,0.1649521608059808,2014-01-14,Adversity,749,2014-01-14 09:00:00,12.89,273.0,2.22,0.71,1004.1,-1.06,3.29,rain,partly-cloudy-day,0.9,Partly Cloudy,2.22,0,9,0,18,1,0,1,14,3
ACORN-Q,2014-01-14 09:30:00,0.1660734200806603,2014-01-14,Adversity,749,2014-01-14 09:00:00,12.89,273.0,2.22,0.71,1004.1,-1.06,3.29,rain,partly-cloudy-day,0.9,Partly Cloudy,2.775,0,9,30,19,1,0,1,14,3
ACORN-Q,2014-01-14 10:00:00,0.1660545280059639,2014-01-14,Adversity,749,2014-01-14 10:00:00,14.66,280.0,3.37,1.12,1004.55,0.27,3.38,rain,partly-cloudy-day,0.85,Partly Cloudy,3.33,0,10,0,20,1,0,1,14,3
ACORN-Q,2014-01-14 10:30:00,0.1669451906574064,2014-01-14,Adversity,749,2014-01-14 10:00:00,14.66,280.0,3.37,1.12,1004.55,0.27,3.38,rain,partly-cloudy-day,0.85,Partly Cloudy,4.165,0,10,30,21,1,0,1,14,3
ACORN-Q,2014-01-14 11:00:00,0.1676663743612253,2014-01-14,Adversity,749,2014-01-14 11:00:00,14.32,282.0,4.79,1.39,1005.24,1.5,4.19,rain,partly-cloudy-day,0.79,Partly Cloudy,5.0,0,11,0,22,1,0,1,14,3
ACORN-Q,2014-01-14 11:30:00,0.1682003740600307,2014-01-14,Adversity,749,2014-01-14 11:00:00,14.32,282.0,4.79,1.39,1005.24,1.5,4.19,rain,partly-cloudy-day,0.79,Partly Cloudy,5.555,0,11,30,23,1,0,1,14,3
ACORN-Q,2014-01-14 12:00:00,0.1665015327071188,2014-01-14,Adversity,749,2014-01-14 12:00:00,12.54,284.0,5.88,1.39,1005.4,2.79,4.3,rain,partly-cloudy-day,0.73,Partly Cloudy,6.11,0,12,0,24,1,0,1,14,3
ACORN-Q,2014-01-14 12:30:00,0.1649177011581717,2014-01-14,Adversity,749,2014-01-14 12:00:00,12.54,284.0,5.88,1.39,1005.4,2.79,4.3,rain,partly-cloudy-day,0.73,Partly Cloudy,6.11,0,12,30,25,1,0,1,14,3
ACORN-Q,2014-01-14 13:00:00,0.1644830701569981,2014-01-14,Adversity,749,2014-01-14 13:00:00,12.54,289.0,6.13,1.76,1005.84,3.12,4.22,rain,partly-cloudy-day,0.74,Partly Cloudy,6.11,0,13,0,26,1,0,1,14,3
ACORN-Q,2014-01-14 13:30:00,0.1631832801313666,2014-01-14,Adversity,749,2014-01-14 13:00:00,12.54,289.0,6.13,1.76,1005.84,3.12,4.22,rain,partly-cloudy-day,0.74,Partly Cloudy,6.665,0,13,30,27,1,0,1,14,3
ACORN-Q,2014-01-14 14:00:00,0.163292076479158,2014-01-14,Adversity,749,2014-01-14 14:00:00,12.54,283.0,6.82,1.52,1006.18,4.1,3.98,rain,partly-cloudy-day,0.69,Mostly Cloudy,7.22,0,14,0,28,1,0,1,14,3
ACORN-Q,2014-01-14 14:30:00,0.1631669073365527,2014-01-14,Adversity,749,2014-01-14 14:00:00,12.54,283.0,6.82,1.52,1006.18,4.1,3.98,rain,partly-cloudy-day,0.69,Mostly Cloudy,6.945,0,14,30,29,1,0,1,14,3
ACORN-Q,2014-01-14 15:00:00,0.1644605226370261,2014-01-14,Adversity,749,2014-01-14 15:00:00,13.34,265.0,6.42,1.07,1006.62,3.97,3.38,rain,partly-cloudy-day,0.69,Mostly Cloudy,6.67,0,15,0,30,1,0,1,14,3
ACORN-Q,2014-01-14 15:30:00,0.1712118565401894,2014-01-14,Adversity,749,2014-01-14 15:00:00,13.34,265.0,6.42,1.07,1006.62,3.97,3.38,rain,partly-cloudy-day,0.69,Mostly Cloudy,6.39,0,15,30,31,1,0,1,14,3
ACORN-Q,2014-01-14 16:00:00,0.1795428473970787,2014-01-14,Adversity,749,2014-01-14 16:00:00,13.57,233.0,5.76,-0.16,1006.76,3.68,2.64,rain,partly-cloudy-day,0.66,Mostly Cloudy,6.11,0,16,0,32,1,0,1,14,3
ACORN-Q,2014-01-14 16:30:00,0.1976996159794916,2014-01-14,Adversity,749,2014-01-14 16:00:00,13.57,233.0,5.76,-0.16,1006.76,3.68,2.64,rain,partly-cloudy-day,0.66,Mostly Cloudy,5.555,0,16,30,33,1,0,1,14,3
ACORN-Q,2014-01-14 17:00:00,0.2196531996285419,2014-01-14,Adversity,749,2014-01-14 17:00:00,16.09,223.0,4.71,0.27,1007.33,2.17,2.98,rain,partly-cloudy-night,0.73,Partly Cloudy,5.0,0,17,0,34,1,0,1,14,3
ACORN-Q,2014-01-14 17:30:00,0.2401200585909329,2014-01-14,Adversity,749,2014-01-14 17:00:00,16.09,223.0,4.71,0.27,1007.33,2.17,2.98,rain,partly-cloudy-night,0.73,Partly Cloudy,5.0,0,17,30,35,1,0,1,14,3
ACORN-Q,2014-01-14 18:00:00,0.253047756054686,2014-01-14,Adversity,749,2014-01-14 18:00:00,15.55,210.0,4.68,1.06,1007.33,2.2,2.9,rain,partly-cloudy-night,0.77,Partly Cloudy,5.0,0,18,0,36,1,0,1,14,3
ACORN-Q,2014-01-14 18:30:00,0.2647647112664169,2014-01-14,Adversity,749,2014-01-14 18:00:00,15.55,210.0,4.68,1.06,1007.33,2.2,2.9,rain,partly-cloudy-night,0.77,Partly Cloudy,5.28,0,18,30,37,1,0,1,14,3
ACORN-Q,2014-01-14 19:00:00,0.2712694453605004,2014-01-14,Adversity,749,2014-01-14 19:00:00,16.09,193.0,5.11,1.17,1007.08,2.59,3.07,rain,partly-cloudy-night,0.76,Mostly Cloudy,5.56,0,19,0,38,1,0,1,14,3
ACORN-Q,2014-01-14 19:30:00,0.2682936682267465,2014-01-14,Adversity,749,2014-01-14 19:00:00,16.09,193.0,5.11,1.17,1007.08,2.59,3.07,rain,partly-cloudy-night,0.76,Mostly Cloudy,5.835,0,19,30,39,1,0,1,14,3
ACORN-Q,2014-01-14 20:00:00,0.2623738027295536,2014-01-14,Adversity,749,2014-01-14 20:00:00,13.29,185.0,5.57,1.55,1006.76,3.25,2.91,rain,clear-night,0.75,Clear,6.11,0,20,0,40,1,0,1,14,3
ACORN-Q,2014-01-14 20:30:00,0.2550302082157493,2014-01-14,Adversity,749,2014-01-14 20:00:00,13.29,185.0,5.57,1.55,1006.76,3.25,2.91,rain,clear-night,0.75,Clear,6.11,0,20,30,41,1,0,1,14,3
ACORN-Q,2014-01-14 21:00:00,0.2424840278648118,2014-01-14,Adversity,749,2014-01-14 21:00:00,12.49,185.0,5.71,1.89,1006.37,3.14,3.31,rain,clear-night,0.76,Clear,6.11,0,21,0,42,1,0,1,14,3
ACORN-Q,2014-01-14 21:30:00,0.2323885946681362,2014-01-14,Adversity,749,2014-01-14 21:00:00,12.49,185.0,5.71,1.89,1006.37,3.14,3.31,rain,clear-night,0.76,Clear,5.835,0,21,30,43,1,0,1,14,3
