Date,temperatureMax,temperatureMin,temperatureHigh,temperatureLow,temperatureMean,temperatureRange,apparentTemperatureMax,apparentTemperatureMin,humidity,windSpeed,cloudCover,pressure,visibility,uvIndex,moonPhase,icon,precipType
2012-07-11,18.67,10.04,18.67,13.15,14.355,8.630000000000003,18.67,10.04,0.8,3.27,0.5,1012.07,12.34,6.0,0.79,partly-cloudy-day,rain
2012-07-12,19.26,14.21,19.26,13.66,16.735,5.050000000000001,19.26,14.21,0.83,4.59,0.58,1002.07,12.26,6.0,0.82,partly-cloudy-day,rain
2012-07-13,16.44,13.13,16.44,12.44,14.785,3.3100000000000005,16.44,13.13,0.88,1.68,0.63,1004.61,11.91,5.0,0.85,partly-cloudy-day,rain
2012-07-14,18.26,12.44,18.26,13.05,15.350000000000001,5.820000000000002,18.26,12.44,0.69,3.45,0.39,1015.16,11.97,6.0,0.88,partly-cloudy-day,rain
2012-07-15,17.06,13.05,16.94,13.92,15.055,4.009999999999998,17.15,13.05,0.85,5.27,0.68,1019.8,12.21,5.0,0.91,partly-cloudy-day,rain
2012-07-16,22.44,13.92,22.44,14.91,18.18,8.520000000000001,22.48,13.92,0.77,4.9,0.55,1022.06,12.81,5.0,0.94,partly-cloudy-day,rain
2012-07-17,18.52,14.91,18.52,13.77,16.715,3.6099999999999994,18.52,14.91,0.85,5.3,0.72,1013.52,12.47,5.0,0.97,partly-cloudy-day,rain
2012-07-18,20.18,13.77,20.18,13.12,16.975,6.41,20.18,13.77,0.73,4.41,0.48,1010.4,12.96,6.0,0.01,partly-cloudy-day,rain
2012-07-19,17.77,13.12,17.77,11.83,15.445,4.65,17.77,13.12,0.79,1.52,0.54,1016.21,12.18,5.0,0.04,partly-cloudy-day,rain
2012-07-20,19.89,11.83,19.89,12.24,15.86,8.06,19.89,11.83,0.7,0.9,0.36,1023.63,12.5,6.0,0.07,partly-cloudy-day,rain
2012-07-21,22.86,12.24,22.86,12.47,17.55,10.62,22.86,12.24,0.66,3.0,0.22,1026.73,12.6,6.0,0.11,partly-cloudy-day,rain
2012-07-22,27.18,12.47,27.18,14.21,19.825,14.709999999999999,27.18,12.47,0.58,3.21,0.19,1023.04,12.71,6.0,0.14,partly-cloudy-day,rain
2012-07-23,28.32,14.21,28.32,15.74,21.265,14.11,28.32,14.21,0.58,0.87,0.02,1018.25,12.31,7.0,0.18,clear-day,rain
2012-07-24,29.37,15.74,29.37,15.93,22.555,13.63,29.37,15.74,0.57,0.81,0.2,1016.59,12.31,6.0,0.22,partly-cloudy-day,rain
2012-07-25,26.44,15.93,26.44,15.93,21.185000000000002,10.510000000000002,26.44,15.93,0.61,2.8,0.12,1018.08,11.7,6.0,0.26,partly-cloudy-day,rain
2012-07-26,23.79,15.93,23.79,15.02,19.86,7.859999999999999,23.79,16.01,0.75,1.48,0.36,1012.66,9.75,5.0,0.29,partly-cloudy-night,rain
2012-07-27,21.09,14.93,21.09,10.97,18.009999999999998,6.16,21.09,14.93,0.55,2.52,0.44,1010.56,13.26,6.0,0.33,partly-cloudy-day,rain
2012-07-28,17.92,10.97,17.92,9.86,14.445,6.950000000000001,17.92,10.97,0.75,3.53,0.3,1011.76,12.97,5.0,0.37,partly-cloudy-day,rain
2012-07-29,19.69,9.86,19.69,11.52,14.775,9.830000000000002,19.69,8.53,0.65,4.22,0.31,1015.19,12.92,5.0,0.41,partly-cloudy-day,rain
2012-07-30,20.19,11.52,20.19,13.69,15.855,8.670000000000002,20.19,11.52,0.84,3.03,0.53,1014.62,11.57,5.0,0.44,partly-cloudy-day,rain
2012-07-31,22.57,13.69,22.57,15.61,18.13,8.88,22.57,13.69,0.79,3.24,0.41,1009.58,11.3,5.0,0.48,partly-cloudy-day,rain
2012-08-01,21.29,15.61,21.29,13.09,18.45,5.68,21.29,15.61,0.74,4.71,0.45,1010.31,12.63,4.0,0.52,partly-cloudy-day,rain
2012-08-02,21.77,13.09,21.77,14.36,17.43,8.68,21.77,13.09,0.73,4.37,0.33,1012.49,12.63,5.0,0.55,partly-cloudy-day,rain
2012-08-03,21.04,14.36,21.04,12.98,17.7,6.68,21.04,14.36,0.77,3.97,0.41,1010.03,12.89,5.0,0.58,partly-cloudy-day,rain
2012-08-04,20.69,12.98,20.69,14.77,16.835,7.710000000000001,20.69,12.98,0.79,2.23,0.34,1007.24,11.99,5.0,0.62,partly-cloudy-day,rain
2012-08-05,20.95,14.77,20.95,11.49,17.86,6.18,20.95,14.77,0.77,3.26,0.41,1009.08,12.78,5.0,0.65,partly-cloudy-day,rain
2012-08-06,19.32,11.49,19.32,14.84,15.405000000000001,7.83,19.32,11.49,0.78,3.83,0.46,1019.52,12.89,5.0,0.68,partly-cloudy-day,rain
2012-08-07,22.8,15.03,22.8,13.33,18.915,7.770000000000001,22.8,15.03,0.77,1.73,0.54,1022.61,11.43,4.0,0.71,partly-cloudy-day,rain
2012-08-08,25.92,13.33,25.92,14.5,19.625,12.590000000000002,25.92,13.33,0.69,0.52,0.27,1025.62,11.47,5.0,0.74,partly-cloudy-day,rain
2012-08-09,24.99,14.5,24.99,15.21,19.744999999999997,10.489999999999998,24.99,14.5,0.7,0.55,0.23,1026.05,11.7,5.0,0.77,partly-cloudy-day,rain
2012-08-10,22.91,15.21,22.91,16.03,19.060000000000002,7.699999999999999,22.91,15.21,0.67,4.3,0.24,1020.96,11.97,5.0,0.8,partly-cloudy-day,rain
2012-08-11,25.13,16.03,25.13,15.26,20.58,9.099999999999998,25.13,16.03,0.7,2.43,0.24,1012.34,11.18,5.0,0.83,partly-cloudy-day,rain
2012-08-12,22.68,15.26,22.68,17.62,18.97,7.42,22.68,15.26,0.79,2.92,0.42,1011.16,12.04,4.0,0.86,partly-cloudy-day,rain
2012-08-13,23.97,17.62,23.97,17.87,20.795,6.349999999999998,23.97,17.81,0.75,2.31,0.44,1011.08,11.8,5.0,0.89,partly-cloudy-day,rain
2012-08-14,22.57,17.38,22.57,16.02,19.975,5.190000000000001,22.79,17.38,0.77,2.67,0.26,1006.5,11.96,5.0,0.92,partly-cloudy-day,rain
2012-08-15,21.67,16.02,21.67,17.92,18.845,5.650000000000002,21.67,16.02,0.71,4.22,0.42,1014.08,12.84,4.0,0.95,partly-cloudy-day,rain
2012-08-16,27.23,17.92,27.23,20.54,22.575000000000003,9.309999999999999,27.23,17.92,0.63,3.71,0.45,1013.84,13.08,4.0,0.98,partly-cloudy-day,rain
2012-08-17,29.86,20.54,29.86,17.97,25.2,9.32,30.6,20.54,0.59,2.17,0.23,1013.75,12.87,5.0,0.03,partly-cloudy-day,rain
2012-08-18,28.88,17.97,28.88,16.96,23.424999999999997,10.91,29.5,18.33,0.72,0.76,0.21,1015.16,12.28,4.0,0.06,partly-cloudy-day,rain
2012-08-19,24.54,16.96,24.54,16.27,20.75,7.579999999999998,24.54,17.05,0.75,2.78,0.34,1019.31,12.5,4.0,0.1,partly-cloudy-day,rain
2012-08-20,22.09,16.27,22.09,13.16,19.18,5.82,22.09,16.36,0.75,2.54,0.34,1017.69,12.52,4.0,0.13,partly-cloudy-day,rain
2012-08-21,21.48,13.16,21.48,12.96,17.32,8.32,21.48,13.16,0.72,4.6,0.34,1017.28,12.87,4.0,0.17,partly-cloudy-day,rain
2012-08-22,22.04,12.96,22.04,14.07,17.5,9.079999999999998,22.04,12.96,0.7,2.6,0.37,1014.56,12.83,4.0,0.21,partly-cloudy-day,rain
2012-08-23,20.27,14.07,20.27,15.58,17.17,6.199999999999999,20.27,14.07,0.76,2.88,0.44,1005.28,12.34,4.0,0.25,partly-cloudy-day,rain
2012-08-24,20.93,15.04,20.93,14.26,17.985,5.890000000000001,20.93,15.04,0.88,3.94,0.52,1001.05,12.3,4.0,0.28,partly-cloudy-day,rain
2012-08-25,21.01,14.26,21.01,12.62,17.635,6.750000000000002,21.01,14.26,0.69,4.39,0.51,1014.38,13.2,4.0,0.32,partly-cloudy-day,rain
2012-08-26,20.99,12.62,20.99,14.97,16.805,8.37,20.99,12.62,0.75,3.82,0.32,1014.33,12.46,4.0,0.36,partly-cloudy-day,rain
2012-08-27,22.5,14.97,22.5,14.74,18.735,7.529999999999999,22.5,14.97,0.75,4.17,0.39,1012.79,12.63,4.0,0.39,partly-cloudy-day,rain
2012-08-28,19.69,13.66,19.69,14.09,16.675,6.030000000000001,19.69,13.66,0.85,4.15,0.36,1012.74,11.84,3.0,0.43,partly-cloudy-day,rain
2012-08-29,16.92,11.25,16.92,7.78,14.085,5.670000000000002,16.92,11.25,0.8,2.65,0.4,1016.19,12.33,3.0,0.46,partly-cloudy-day,rain
2012-08-30,17.72,7.78,17.72,13.11,12.75,9.939999999999998,17.72,5.92,0.6,3.21,0.33,1028.62,13.02,4.0,0.49,partly-cloudy-day,rain
2012-08-31,20.53,13.11,20.53,12.57,16.82,7.420000000000002,20.53,13.11,0.72,2.53,0.55,1026.14,13.15,3.0,0.54,partly-cloudy-day,rain
2012-09-01,18.35,12.57,18.35,15.69,15.46,5.780000000000001,18.37,12.57,0.87,3.11,0.56,1024.58,12.07,3.0,0.57,partly-cloudy-day,rain
2012-09-02,24.34,15.69,24.34,13.71,20.015,8.65,24.34,15.69,0.72,1.15,0.5,1025.68,10.48,3.0,0.6,partly-cloudy-day,rain
2012-09-03,24.79,13.71,24.79,12.07,19.25,11.079999999999998,24.79,13.71,0.77,1.9,0.42,1023.55,11.41,3.0,0.63,partly-cloudy-day,rain
2012-09-04,19.97,12.07,19.97,8.67,16.02,7.899999999999999,19.97,12.07,0.6,3.26,0.27,1026.74,12.5,3.0,0.66,partly-cloudy-day,rain
2012-09-05,20.76,8.67,20.76,11.46,14.715,12.090000000000002,20.76,8.67,0.67,1.88,0.46,1028.3,12.41,3.0,0.69,partly-cloudy-day,rain
2012-09-06,25.76,11.46,25.76,10.41,18.61,14.3,25.76,11.46,0.63,2.97,0.18,1024.47,11.75,3.0,0.72,partly-cloudy-day,rain
2012-09-07,27.12,10.41,27.12,11.32,18.765,16.71,27.12,10.41,0.62,1.39,0.14,1020.6,12.36,4.0,0.75,partly-cloudy-day,rain
2012-09-08,27.78,11.32,27.78,16.93,19.55,16.46,27.78,11.32,0.67,2.97,0.22,1011.85,12.2,3.0,0.78,partly-cloudy-day,rain
2012-09-09,20.21,16.93,20.21,14.77,18.57,3.280000000000001,20.21,16.93,0.78,5.69,0.59,1010.15,12.65,3.0,0.81,partly-cloudy-day,rain
2012-09-10,17.82,11.73,17.82,8.24,14.775,6.09,17.82,11.73,0.62,4.84,0.37,1012.33,13.18,3.0,0.84,partly-cloudy-day,rain
2012-09-11,17.92,8.24,17.92,8.62,13.080000000000002,9.680000000000001,17.92,6.77,0.72,3.93,0.34,1014.64,13.16,3.0,0.87,partly-cloudy-day,rain
2012-09-12,17.64,8.62,17.64,13.61,13.129999999999999,9.020000000000001,17.64,7.17,0.68,2.92,0.37,1018.75,12.96,3.0,0.9,partly-cloudy-day,rain
2012-09-13,20.69,13.61,20.69,9.69,17.15,7.080000000000002,20.69,13.61,0.68,5.42,0.56,1013.51,13.31,3.0,0.94,wind,rain
2012-09-14,21.12,9.69,21.12,12.98,15.405000000000001,11.430000000000001,21.12,8.97,0.7,2.87,0.22,1017.25,12.92,3.0,0.97,partly-cloudy-day,rain
2012-09-15,18.31,12.98,18.31,13.29,15.645,5.329999999999998,18.31,12.98,0.76,3.88,0.66,1013.26,12.55,2.0,0.02,partly-cloudy-day,rain
2012-09-16,18.72,13.29,18.72,11.43,16.005,5.43,18.72,13.29,0.71,4.04,0.55,1012.36,13.07,3.0,0.05,partly-cloudy-day,rain
2012-09-17,17.19,10.97,17.19,7.35,14.080000000000002,6.220000000000001,17.19,10.97,0.64,4.39,0.28,1013.39,13.02,3.0,0.08,partly-cloudy-day,rain
2012-09-18,16.3,7.35,16.3,9.07,11.825,8.950000000000001,16.3,5.17,0.63,3.65,0.27,1021.81,12.99,3.0,0.12,partly-cloudy-day,rain
2012-09-19,17.38,9.07,17.38,10.34,13.225,8.309999999999999,17.38,8.07,0.7,3.17,0.45,1020.9,13.0,2.0,0.16,partly-cloudy-day,rain
2012-09-20,16.32,10.34,16.32,6.59,13.33,5.98,16.32,10.34,0.76,1.47,0.43,1015.46,12.54,2.0,0.2,partly-cloudy-day,rain
2012-09-21,15.62,6.59,15.62,8.85,11.105,9.03,15.62,5.43,0.69,1.98,0.28,1019.37,12.97,2.0,0.23,partly-cloudy-day,rain
2012-09-22,12.31,8.85,12.31,10.96,10.58,3.460000000000001,12.31,7.69,0.86,4.46,0.48,1009.6,10.62,2.0,0.27,fog,rain
2012-09-23,15.2,11.51,15.2,9.74,13.355,3.6899999999999995,15.2,11.51,0.88,2.53,0.66,989.47,8.1,2.0,0.31,wind,rain
2012-09-24,15.47,9.74,15.47,10.07,12.605,5.73,15.47,7.49,0.78,4.92,0.28,988.79,13.13,2.0,0.34,partly-cloudy-day,rain
2012-09-25,15.14,10.07,15.14,10.57,12.605,5.07,15.14,10.07,0.88,2.57,0.39,992.07,12.44,2.0,0.38,partly-cloudy-day,rain
2012-09-26,16.61,10.57,16.61,9.03,13.59,6.039999999999999,16.61,10.57,0.82,2.17,0.48,1006.39,11.41,2.0,0.41,partly-cloudy-day,rain
2012-09-27,17.07,9.03,17.07,8.74,13.05,8.040000000000001,17.07,7.44,0.85,4.08,0.39,1012.91,12.84,2.0,0.45,partly-cloudy-day,rain
2012-09-28,15.83,8.71,15.83,6.42,12.27,7.119999999999999,15.83,6.9,0.75,3.36,0.17,1017.85,13.21,2.0,0.48,partly-cloudy-day,rain
2012-09-29,16.46,6.42,16.46,13.66,11.440000000000001,10.040000000000001,16.46,4.87,0.81,4.6,0.48,1019.0,13.15,2.0,0.52,partly-cloudy-day,rain
2012-09-30,16.24,12.37,16.24,10.87,14.305,3.869999999999999,16.24,12.37,0.89,4.57,0.61,1012.11,11.43,2.0,0.55,partly-cloudy-day,rain
2012-10-01,16.44,10.87,16.44,11.06,13.655000000000001,5.570000000000002,16.44,10.87,0.85,5.09,0.39,1010.12,12.55,2.0,0.58,partly-cloudy-day,rain
2012-10-02,14.34,9.35,14.34,7.19,11.844999999999999,4.99,14.34,7.78,0.8,4.65,0.36,1005.61,12.99,2.0,0.61,partly-cloudy-day,rain
2012-10-03,14.99,7.19,14.99,10.98,11.09,7.8,14.99,5.02,0.79,3.65,0.28,1008.02,12.79,2.0,0.63,partly-cloudy-day,rain
2012-10-04,15.6,9.16,15.49,7.61,12.379999999999999,6.4399999999999995,15.65,8.34,0.86,3.0,0.61,1006.96,10.11,2.0,0.66,wind,rain
2012-10-05,14.89,7.61,14.89,5.27,11.25,7.28,14.89,5.86,0.83,1.75,0.4,1012.51,11.06,2.0,0.69,partly-cloudy-day,rain
2012-10-06,13.64,5.27,13.64,9.49,9.455,8.370000000000001,13.64,5.17,0.87,0.4,0.25,1021.29,9.98,2.0,0.73,partly-cloudy-day,rain
2012-10-07,12.22,9.51,12.22,9.07,10.865,2.710000000000001,12.22,8.84,0.92,2.49,0.61,1015.27,7.84,1.0,0.76,partly-cloudy-day,rain
2012-10-08,14.23,9.07,14.23,7.04,11.65,5.16,14.23,7.73,0.82,2.66,0.58,1015.96,10.12,2.0,0.79,partly-cloudy-day,rain
2012-10-09,14.13,7.04,14.13,9.15,10.585,7.090000000000001,14.13,6.21,0.74,2.16,0.56,1015.24,13.21,2.0,0.82,partly-cloudy-day,rain
2012-10-10,14.88,9.15,14.88,10.37,12.015,5.73,14.99,7.37,0.89,3.2,0.71,1004.43,8.69,1.0,0.85,partly-cloudy-day,rain
2012-10-11,14.72,8.51,13.99,6.47,11.615,6.210000000000001,14.73,7.12,0.75,5.42,0.48,1005.33,13.07,2.0,0.89,partly-cloudy-day,rain
2012-10-12,11.53,6.41,11.53,2.81,8.969999999999999,5.119999999999999,11.53,4.01,0.84,2.18,0.29,1004.92,12.94,2.0,0.92,partly-cloudy-day,rain
2012-10-13,12.32,2.81,12.32,4.09,7.565,9.51,12.32,1.64,0.8,2.36,0.2,1002.5,11.86,2.0,0.96,partly-cloudy-day,rain
2012-10-14,13.03,4.09,13.03,9.81,8.559999999999999,8.94,13.03,2.83,0.84,2.97,0.31,1002.67,12.17,1.0,0.99,partly-cloudy-day,rain
2012-10-15,14.74,9.06,14.74,8.8,11.9,5.68,14.74,7.15,0.74,5.37,0.39,1000.8,12.59,1.0,0.03,wind,rain
2012-10-16,16.6,8.8,16.6,12.15,12.700000000000001,7.800000000000001,16.6,7.41,0.82,4.66,0.42,998.22,12.2,1.0,0.07,partly-cloudy-day,rain
2012-10-17,16.04,12.15,16.04,11.98,14.094999999999999,3.889999999999999,16.04,12.15,0.85,4.18,0.44,1001.82,13.23,1.0,0.11,partly-cloudy-day,rain
2012-10-18,13.21,11.98,13.01,9.57,12.595,1.2300000000000004,13.21,11.98,0.95,0.51,0.66,1007.63,8.42,1.0,0.15,partly-cloudy-day,rain
2012-10-19,14.01,9.57,14.01,10.19,11.79,4.4399999999999995,14.01,8.9,0.91,0.86,0.61,1015.85,8.01,1.0,0.18,fog,rain
2012-10-20,12.41,10.19,12.41,11.6,11.3,2.2200000000000006,12.41,10.19,0.94,3.37,0.69,1018.09,9.22,1.0,0.22,fog,rain
2012-10-21,14.73,12.02,14.73,12.51,13.375,2.710000000000001,14.79,12.02,0.98,2.57,0.9,1019.88,1.48,1.0,0.26,fog,rain
2012-10-22,14.05,12.46,13.51,13.08,13.255,1.5899999999999999,14.05,12.46,0.96,2.3,0.88,1023.66,1.82,1.0,0.29,fog,rain
2012-10-23,16.18,13.08,16.18,12.94,14.629999999999999,3.0999999999999996,16.18,13.08,0.92,3.45,0.74,1019.7,2.45,1.0,0.33,fog,rain
2012-10-24,13.61,10.09,13.28,8.5,11.85,3.5199999999999996,13.61,10.09,0.91,5.16,0.81,1016.51,7.9,1.0,0.36,partly-cloudy-day,rain
2012-10-25,10.11,4.19,8.96,2.49,7.15,5.919999999999999,10.11,-0.37,0.79,5.19,0.7,1012.84,12.33,1.0,0.4,partly-cloudy-day,rain
2012-10-26,7.68,2.49,7.68,1.43,5.085,5.1899999999999995,3.78,-2.56,0.79,5.79,0.39,1015.91,13.07,1.0,0.43,partly-cloudy-day,rain
2012-10-27,9.17,1.43,9.17,7.66,5.3,7.74,6.89,-0.94,0.88,3.13,0.42,1015.62,12.68,1.0,0.46,partly-cloudy-day,rain
2012-10-28,10.785,4.545,10.785,6.615,7.665000000000001,6.24,9.645,2.265,0.885,3.04,0.435,1012.165,12.585,1.0,0.475,partly-cloudy-day,rain
2012-10-29,12.4,7.66,12.4,5.57,10.030000000000001,4.74,12.4,5.47,0.89,2.95,0.45,1008.71,12.49,1.0,0.49,partly-cloudy-day,rain
2012-10-30,10.92,5.57,10.92,6.45,8.245000000000001,5.35,10.92,3.44,0.84,2.37,0.45,1004.48,11.25,1.0,0.52,partly-cloudy-day,rain
2012-10-31,12.36,6.45,12.36,6.85,9.405,5.909999999999999,12.36,4.43,0.79,5.32,0.49,989.93,12.99,1.0,0.55,partly-cloudy-day,rain
2012-11-01,11.46,4.2,9.42,4.2,7.83,7.260000000000001,11.46,0.85,0.85,4.07,0.44,979.63,12.54,1.0,0.58,partly-cloudy-day,rain
2012-11-02,9.78,4.61,9.78,3.22,7.195,5.169999999999999,6.88,1.81,0.77,4.31,0.23,991.25,12.96,1.0,0.61,partly-cloudy-day,rain
2012-11-03,9.45,3.22,9.45,2.96,6.335,6.229999999999999,6.47,1.56,0.79,3.16,0.25,996.52,12.71,1.0,0.64,partly-cloudy-day,rain
2012-11-04,8.67,2.96,8.67,2.94,5.8149999999999995,5.71,7.03,1.18,0.92,0.59,0.59,994.21,9.99,1.0,0.67,partly-cloudy-day,rain
2012-11-05,9.19,2.94,9.19,0.92,6.0649999999999995,6.25,7.08,2.62,0.83,2.09,0.41,1006.26,9.08,1.0,0.7,partly-cloudy-day,rain
2012-11-06,9.67,0.92,9.67,4.97,5.295,8.75,7.17,-1.72,0.87,3.58,0.33,1020.29,10.41,1.0,0.74,partly-cloudy-night,rain
2012-11-07,9.93,4.97,9.93,7.81,7.449999999999999,4.96,7.64,2.35,0.86,4.2,0.47,1024.32,12.67,1.0,0.77,partly-cloudy-night,rain
2012-11-08,12.34,7.81,12.34,8.13,10.075,4.53,12.34,5.13,0.78,3.72,0.64,1019.18,13.36,1.0,0.8,partly-cloudy-day,rain
2012-11-09,11.27,8.13,11.27,8.8,9.7,3.139999999999999,11.27,6.7,0.8,3.17,0.7,1010.05,13.37,1.0,0.84,partly-cloudy-day,rain
2012-11-10,10.31,5.2,9.78,2.1,7.755000000000001,5.11,10.31,3.38,0.91,2.38,0.49,997.84,11.78,1.0,0.87,partly-cloudy-day,rain
2012-11-11,9.87,2.1,9.87,4.52,5.984999999999999,7.77,8.39,0.46,0.88,1.98,0.22,1011.6,10.32,1.0,0.91,partly-cloudy-night,rain
2012-11-12,12.18,4.52,12.06,10.06,8.35,7.66,12.18,3.72,0.92,3.06,0.5,1020.98,10.04,1.0,0.95,partly-cloudy-day,rain
2012-11-13,14.66,10.06,14.66,10.47,12.36,4.6,14.66,10.06,0.88,3.23,0.54,1026.29,11.49,1.0,0.98,partly-cloudy-night,rain
2012-11-14,12.62,7.33,12.62,6.64,9.975,5.289999999999999,12.62,7.08,0.86,1.86,0.55,1026.48,9.21,1.0,0.02,fog,rain
2012-11-15,9.07,6.45,9.07,5.91,7.76,2.62,9.07,5.43,0.92,0.62,0.71,1022.69,4.06,1.0,0.06,fog,rain
2012-11-16,9.19,5.91,9.11,8.94,7.55,3.2799999999999994,7.75,4.89,0.92,2.0,0.9,1014.76,3.48,1.0,0.1,fog,rain
2012-11-17,12.44,8.18,12.44,2.07,10.309999999999999,4.26,12.44,7.04,0.88,1.69,0.65,1007.72,9.32,1.0,0.13,partly-cloudy-day,rain
2012-11-18,9.42,2.07,9.42,3.42,5.745,7.35,9.42,2.07,0.82,0.72,0.3,1014.66,12.57,1.0,0.17,partly-cloudy-night,rain
2012-11-19,11.23,3.49,11.23,10.79,7.36,7.74,11.23,1.42,0.82,4.13,0.5,1011.21,12.38,1.0,0.21,partly-cloudy-day,rain
2012-11-20,13.46,10.88,13.46,9.73,12.170000000000002,2.58,13.46,10.88,0.9,5.74,0.76,1008.74,10.81,1.0,0.24,partly-cloudy-day,rain
2012-11-21,11.87,6.06,10.8,6.06,8.965,5.81,11.87,3.42,0.91,2.82,0.45,1007.68,10.65,1.0,0.28,wind,rain
2012-11-22,13.09,6.56,13.09,6.02,9.825,6.53,13.09,4.09,0.81,7.58,0.54,1011.36,12.73,1.0,0.31,wind,rain
2012-11-23,10.7,5.12,10.7,3.64,7.91,5.579999999999999,10.7,3.97,0.89,2.71,0.38,1011.69,11.46,1.0,0.34,partly-cloudy-day,rain
2012-11-24,9.91,3.64,9.36,7.46,6.775,6.27,7.11,2.99,0.97,3.43,0.58,1010.19,5.7,1.0,0.38,wind,rain
2012-11-25,12.54,7.46,10.92,7.68,10.0,5.079999999999999,12.54,2.87,0.81,6.54,0.54,1001.79,12.36,1.0,0.41,wind,rain
2012-11-26,10.69,7.17,9.52,7.17,8.93,3.5199999999999996,10.69,5.0,0.91,1.29,0.64,998.27,11.31,1.0,0.44,partly-cloudy-day,rain
2012-11-27,8.47,6.42,8.47,5.84,7.445,2.0500000000000007,6.07,3.08,0.9,3.98,0.72,1003.65,9.69,1.0,0.47,partly-cloudy-day,rain
2012-11-28,6.89,3.45,6.89,2.23,5.17,3.4399999999999995,3.34,-0.33,0.83,5.17,0.65,1012.91,13.2,1.0,0.5,partly-cloudy-day,rain
2012-11-29,5.84,1.63,5.84,-0.89,3.735,4.21,3.18,-1.39,0.83,3.2,0.36,1012.58,12.92,1.0,0.53,partly-cloudy-day,rain
2012-11-30,4.37,-0.89,4.37,-1.35,1.74,5.26,2.52,-2.57,0.88,1.55,0.25,1011.91,10.01,1.0,0.56,partly-cloudy-night,rain
2012-12-01,5.73,-1.35,5.73,-1.55,2.1900000000000004,7.08,2.61,-4.31,0.88,2.68,0.31,1014.56,8.92,1.0,0.59,fog,rain
2012-12-02,4.76,-1.55,4.76,1.77,1.605,6.31,2.71,-4.97,0.84,2.1,0.31,1016.35,12.81,1.0,0.62,partly-cloudy-night,rain
2012-12-03,10.22,2.94,10.22,2.33,6.58,7.280000000000001,10.22,0.57,0.87,3.55,0.58,1007.42,10.67,1.0,0.65,partly-cloudy-day,rain
2012-12-04,7.73,1.21,7.73,-0.77,4.470000000000001,6.5200000000000005,4.36,-2.14,0.82,4.36,0.21,1003.4,12.89,1.0,0.68,partly-cloudy-day,rain
2012-12-05,3.89,-0.77,3.89,-2.82,1.56,4.66,-0.07,-2.82,0.84,3.05,0.39,1008.05,11.14,1.0,0.71,partly-cloudy-day,rain
2012-12-06,4.84,-2.82,4.13,2.99,1.01,7.66,0.37,-5.79,0.84,3.07,0.43,1013.58,12.55,1.0,0.75,partly-cloudy-night,rain
2012-12-07,6.33,2.97,6.33,3.9,4.65,3.36,2.12,-2.07,0.8,5.63,0.56,1001.72,12.84,1.0,0.78,partly-cloudy-night,rain
2012-12-08,6.46,3.17,6.46,3.17,4.8149999999999995,3.29,4.69,0.01,0.83,2.14,0.52,1023.19,12.39,1.0,0.82,partly-cloudy-day,rain
2012-12-09,8.66,3.86,8.66,3.21,6.26,4.800000000000001,5.37,0.49,0.8,5.44,0.53,1018.89,13.33,1.0,0.86,partly-cloudy-day,rain
2012-12-10,5.59,1.55,5.59,-0.23,3.57,4.04,2.23,-1.04,0.79,3.93,0.27,1022.18,13.18,1.0,0.89,partly-cloudy-day,rain
2012-12-11,2.7,-2.49,2.7,-3.83,0.10499999999999998,5.19,1.26,-2.49,0.89,1.67,0.29,1029.42,6.18,1.0,0.93,fog,snow
2012-12-12,1.8,-3.83,1.8,-1.35,-1.0150000000000001,5.63,1.8,-3.83,0.91,0.73,0.45,1020.51,6.49,1.0,0.97,partly-cloudy-day,snow
2012-12-13,1.58,-1.35,1.58,0.82,0.11499999999999999,2.93,-1.1,-3.72,0.87,2.09,0.6,1005.66,6.78,1.0,0.01,fog,snow
2012-12-14,10.34,1.93,10.34,7.54,6.135,8.41,10.34,-0.92,0.92,4.22,0.71,985.82,7.45,0.0,0.05,wind,rain
2012-12-15,11.17,6.91,11.17,5.32,9.04,4.26,11.17,4.32,0.86,4.93,0.39,991.49,13.15,1.0,0.08,partly-cloudy-day,rain
2012-12-16,9.82,5.32,9.82,5.62,7.57,4.5,7.78,3.01,0.89,3.07,0.39,999.72,12.86,1.0,0.12,partly-cloudy-day,rain
2012-12-17,9.1,5.62,9.1,5.04,7.359999999999999,3.4799999999999995,6.39,3.08,0.86,3.79,0.32,1001.69,12.71,1.0,0.15,partly-cloudy-night,rain
2012-12-18,7.96,4.66,7.96,3.07,6.3100000000000005,3.3,7.12,2.47,0.86,2.17,0.62,1014.41,11.65,0.0,0.19,partly-cloudy-day,rain
2012-12-19,7.44,3.07,7.44,6.44,5.255,4.370000000000001,4.49,0.96,0.92,4.02,0.52,1016.68,7.87,1.0,0.22,partly-cloudy-day,rain
2012-12-20,9.57,6.53,9.57,6.75,8.05,3.04,7.93,2.82,0.96,3.54,0.76,1002.52,8.96,0.0,0.26,partly-cloudy-day,rain
2012-12-21,9.69,6.3,9.69,6.04,7.994999999999999,3.3899999999999997,7.58,4.44,0.91,3.21,0.44,1009.54,12.15,1.0,0.29,partly-cloudy-day,rain
2012-12-22,13.07,6.04,13.07,12.34,9.555,7.03,13.07,4.44,0.96,3.91,0.67,1005.25,10.15,0.0,0.32,partly-cloudy-day,rain
2012-12-23,13.08,9.34,12.56,7.57,11.21,3.74,13.08,7.75,0.86,5.51,0.53,1003.59,12.73,1.0,0.35,partly-cloudy-day,rain
