Acorn,Acorn_grouped,DateTime,nb_clients,Conso_moy,Date,WeatherHour,visibility,windBearing,temperature,dewPoint,pressure,apparentTemperature,windSpeed,precipType,icon,humidity,summary,temperature_half_hour,is_holiday,hour,minute,half_hour_slot,weekday,is_weekend,month,dayofyear,weekofyear
ACORN-E,Affluent,2012-06-30 22:00:00,1342,0.208288375558867,2012-06-30,2012-06-30 22:00:00,13.37,223.0,13.61,10.22,1010.79,13.61,4.8,rain,clear-night,0.8,Clear,13.89,0,22,0,44,5,1,6,182,26
ACORN-E,Affluent,2012-06-30 22:30:00,1342,0.194950819746647,2012-06-30,2012-06-30 22:00:00,13.37,223.0,13.61,10.22,1010.79,13.61,4.8,rain,clear-night,0.8,Clear,13.89,0,22,30,45,5,1,6,182,26
ACORN-E,Affluent,2012-06-30 23:00:00,1342,0.171546945007452,2012-06-30,2012-06-30 23:00:00,13.95,226.0,13.48,10.25,1011.1,13.48,4.64,rain,partly-cloudy-night,0.81,Partly Cloudy,13.89,0,23,0,46,5,1,6,182,26
ACORN-E,Affluent,2012-06-30 23:30:00,1342,0.151595380029806,2012-06-30,2012-06-30 23:00:00,13.95,226.0,13.48,10.25,1011.1,13.48,4.64,rain,partly-cloudy-night,0.81,Partly Cloudy,13.89,0,23,30,47,5,1,6,182,26
ACORN-E,Affluent,2012-07-01 00:00:00,1342,0.140108792846498,2012-07-01,2012-07-01 00:00:00,13.24,231.0,13.44,10.25,1011.33,13.44,4.14,rain,partly-cloudy-night,0.81,Partly Cloudy,13.89,0,0,0,0,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 00:30:00,1341,0.136639820954512,2012-07-01,2012-07-01 00:00:00,13.24,231.0,13.44,10.25,1011.33,13.44,4.14,rain,partly-cloudy-night,0.81,Partly Cloudy,13.89,0,0,30,1,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 01:00:00,1341,0.123180462416107,2012-07-01,2012-07-01 01:00:00,13.37,232.0,13.25,10.2,1011.61,13.25,4.07,rain,partly-cloudy-night,0.82,Partly Cloudy,13.89,0,1,0,2,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 01:30:00,1341,0.110136465398956,2012-07-01,2012-07-01 01:00:00,13.37,232.0,13.25,10.2,1011.61,13.25,4.07,rain,partly-cloudy-night,0.82,Partly Cloudy,13.335,0,1,30,3,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 02:00:00,1341,0.101754660700969,2012-07-01,2012-07-01 02:00:00,13.08,229.0,12.28,9.62,1011.81,12.28,3.76,rain,partly-cloudy-night,0.84,Partly Cloudy,12.78,0,2,0,4,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 02:30:00,1341,0.102435495898583,2012-07-01,2012-07-01 02:00:00,13.08,229.0,12.28,9.62,1011.81,12.28,3.76,rain,partly-cloudy-night,0.84,Partly Cloudy,12.5,0,2,30,5,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 03:00:00,1341,0.0980469798657718,2012-07-01,2012-07-01 03:00:00,13.79,229.0,11.77,9.23,1011.9,11.77,3.75,rain,clear-night,0.84,Clear,12.22,0,3,0,6,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 03:30:00,1341,0.100724086428039,2012-07-01,2012-07-01 03:00:00,13.79,229.0,11.77,9.23,1011.9,11.77,3.75,rain,clear-night,0.84,Clear,11.945,0,3,30,7,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 04:00:00,1341,0.0977762863534676,2012-07-01,2012-07-01 04:00:00,13.68,223.0,11.26,9.06,1012.28,11.26,3.88,rain,clear-day,0.86,Clear,11.67,0,4,0,8,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 04:30:00,1341,0.102759135048471,2012-07-01,2012-07-01 04:00:00,13.68,223.0,11.26,9.06,1012.28,11.26,3.88,rain,clear-day,0.86,Clear,11.39,0,4,30,9,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 05:00:00,1341,0.104270693512304,2012-07-01,2012-07-01 05:00:00,13.13,229.0,11.01,8.72,1012.45,11.01,4.2,rain,clear-day,0.86,Clear,11.11,0,5,0,10,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 05:30:00,1341,0.103046979791201,2012-07-01,2012-07-01 05:00:00,13.13,229.0,11.01,8.72,1012.45,11.01,4.2,rain,clear-day,0.86,Clear,11.665,0,5,30,11,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 06:00:00,1341,0.114802386129754,2012-07-01,2012-07-01 06:00:00,13.41,232.0,12.16,8.82,1012.88,12.16,4.73,rain,partly-cloudy-day,0.8,Partly Cloudy,12.22,0,6,0,12,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 06:30:00,1341,0.12591946316182,2012-07-01,2012-07-01 06:00:00,13.41,232.0,12.16,8.82,1012.88,12.16,4.73,rain,partly-cloudy-day,0.8,Partly Cloudy,12.775,0,6,30,13,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 07:00:00,1341,0.139460850186428,2012-07-01,2012-07-01 07:00:00,13.07,234.0,13.3,8.81,1013.04,13.3,5.55,rain,partly-cloudy-day,0.74,Partly Cloudy,13.33,0,7,0,14,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 07:30:00,1341,0.157860551677852,2012-07-01,2012-07-01 07:00:00,13.07,234.0,13.3,8.81,1013.04,13.3,5.55,rain,partly-cloudy-day,0.74,Partly Cloudy,13.885,0,7,30,15,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 08:00:00,1341,0.171231916331096,2012-07-01,2012-07-01 08:00:00,13.07,240.0,14.42,8.33,1013.12,14.42,5.73,rain,partly-cloudy-day,0.67,Partly Cloudy,14.44,0,8,0,16,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 08:30:00,1341,0.18430947054437,2012-07-01,2012-07-01 08:00:00,13.07,240.0,14.42,8.33,1013.12,14.42,5.73,rain,partly-cloudy-day,0.67,Partly Cloudy,15.275,0,8,30,17,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 09:00:00,1341,0.186828486278896,2012-07-01,2012-07-01 09:00:00,13.52,242.0,15.78,7.79,1013.41,15.78,5.91,rain,partly-cloudy-day,0.59,Partly Cloudy,16.11,0,9,0,18,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 09:30:00,1341,0.192639820954512,2012-07-01,2012-07-01 09:00:00,13.52,242.0,15.78,7.79,1013.41,15.78,5.91,rain,partly-cloudy-day,0.59,Partly Cloudy,15.835,0,9,30,19,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 10:00:00,1341,0.193612229903057,2012-07-01,2012-07-01 10:00:00,13.07,242.0,15.49,7.81,1013.64,15.49,6.41,rain,partly-cloudy-day,0.6,Partly Cloudy,15.56,0,10,0,20,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 10:30:00,1341,0.188454138851603,2012-07-01,2012-07-01 10:00:00,13.07,242.0,15.49,7.81,1013.64,15.49,6.41,rain,partly-cloudy-day,0.6,Partly Cloudy,15.835,0,10,30,21,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 11:00:00,1341,0.190495898583147,2012-07-01,2012-07-01 11:00:00,13.52,243.0,16.16,8.76,1013.96,16.16,6.18,rain,partly-cloudy-day,0.62,Partly Cloudy,16.11,0,11,0,22,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 11:30:00,1341,0.191493661446682,2012-07-01,2012-07-01 11:00:00,13.52,243.0,16.16,8.76,1013.96,16.16,6.18,rain,partly-cloudy-day,0.62,Partly Cloudy,16.665,0,11,30,23,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 12:00:00,1341,0.199736017897092,2012-07-01,2012-07-01 12:00:00,13.07,242.0,16.84,8.54,1014.43,16.84,6.72,rain,partly-cloudy-day,0.58,Partly Cloudy,17.22,0,12,0,24,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 12:30:00,1341,0.201602536017897,2012-07-01,2012-07-01 12:00:00,13.07,242.0,16.84,8.54,1014.43,16.84,6.72,rain,partly-cloudy-day,0.58,Partly Cloudy,16.945,0,12,30,25,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 13:00:00,1341,0.198112602609993,2012-07-01,2012-07-01 13:00:00,13.07,242.0,16.46,9.43,1014.86,16.46,6.38,rain,partly-cloudy-day,0.63,Partly Cloudy,16.67,0,13,0,26,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 13:30:00,1341,0.190105145488441,2012-07-01,2012-07-01 13:00:00,13.07,242.0,16.46,9.43,1014.86,16.46,6.38,rain,partly-cloudy-day,0.63,Partly Cloudy,17.225,0,13,30,27,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 14:00:00,1341,0.181544369873229,2012-07-01,2012-07-01 14:00:00,13.07,242.0,17.12,10.11,1015.2,17.12,6.42,rain,partly-cloudy-day,0.63,Partly Cloudy,17.78,0,14,0,28,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 14:30:00,1341,0.18499105152871,2012-07-01,2012-07-01 14:00:00,13.07,242.0,17.12,10.11,1015.2,17.12,6.42,rain,partly-cloudy-day,0.63,Partly Cloudy,18.055,0,14,30,29,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 15:00:00,1341,0.196671140790455,2012-07-01,2012-07-01 15:00:00,12.13,248.0,17.62,9.74,1015.68,17.62,6.13,rain,partly-cloudy-day,0.6,Partly Cloudy,18.33,0,15,0,30,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 15:30:00,1341,0.203904548918717,2012-07-01,2012-07-01 15:00:00,12.13,248.0,17.62,9.74,1015.68,17.62,6.13,rain,partly-cloudy-day,0.6,Partly Cloudy,18.33,0,15,30,31,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 16:00:00,1341,0.203659209619687,2012-07-01,2012-07-01 16:00:00,12.1,242.0,17.78,8.67,1015.76,17.78,5.99,rain,partly-cloudy-day,0.55,Partly Cloudy,18.33,0,16,0,32,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 16:30:00,1341,0.211617450037286,2012-07-01,2012-07-01 16:00:00,12.1,242.0,17.78,8.67,1015.76,17.78,5.99,rain,partly-cloudy-day,0.55,Partly Cloudy,18.33,0,16,30,33,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 17:00:00,1341,0.219416107084265,2012-07-01,2012-07-01 17:00:00,12.7,238.0,17.88,8.96,1015.93,17.88,5.81,rain,partly-cloudy-day,0.56,Partly Cloudy,18.33,0,17,0,34,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 17:30:00,1341,0.224164802609993,2012-07-01,2012-07-01 17:00:00,12.7,238.0,17.88,8.96,1015.93,17.88,5.81,rain,partly-cloudy-day,0.56,Partly Cloudy,18.055,0,17,30,35,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 18:00:00,1341,0.24230052207308,2012-07-01,2012-07-01 18:00:00,12.26,236.0,17.37,8.97,1016.05,17.37,5.11,rain,partly-cloudy-day,0.58,Partly Cloudy,17.78,0,18,0,36,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 18:30:00,1341,0.256330350111857,2012-07-01,2012-07-01 18:00:00,12.26,236.0,17.37,8.97,1016.05,17.37,5.11,rain,partly-cloudy-day,0.58,Partly Cloudy,17.225,0,18,30,37,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 19:00:00,1341,0.254665921029083,2012-07-01,2012-07-01 19:00:00,13.94,230.0,16.51,9.8,1016.24,16.51,4.96,rain,partly-cloudy-day,0.65,Partly Cloudy,16.67,0,19,0,38,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 19:30:00,1341,0.247244593437733,2012-07-01,2012-07-01 19:00:00,13.94,230.0,16.51,9.8,1016.24,16.51,4.96,rain,partly-cloudy-day,0.65,Partly Cloudy,16.39,0,19,30,39,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 20:00:00,1341,0.256166293810589,2012-07-01,2012-07-01 20:00:00,13.23,213.0,15.72,10.64,1016.76,15.72,4.16,rain,partly-cloudy-day,0.72,Partly Cloudy,16.11,0,20,0,40,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 20:30:00,1341,0.249438478747204,2012-07-01,2012-07-01 20:00:00,13.23,213.0,15.72,10.64,1016.76,15.72,4.16,rain,partly-cloudy-day,0.72,Partly Cloudy,15.835,0,20,30,41,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 21:00:00,1341,0.254049217076808,2012-07-01,2012-07-01 21:00:00,13.57,206.0,14.95,10.66,1017.5,14.95,4.3,rain,clear-night,0.76,Clear,15.56,0,21,0,42,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 21:30:00,1341,0.253096196718867,2012-07-01,2012-07-01 21:00:00,13.57,206.0,14.95,10.66,1017.5,14.95,4.3,rain,clear-night,0.76,Clear,15.0,0,21,30,43,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 22:00:00,1341,0.223771066144668,2012-07-01,2012-07-01 22:00:00,13.78,204.0,14.14,10.39,1017.99,14.14,4.65,rain,partly-cloudy-night,0.78,Partly Cloudy,14.44,0,22,0,44,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 22:30:00,1341,0.191780760775541,2012-07-01,2012-07-01 22:00:00,13.78,204.0,14.14,10.39,1017.99,14.14,4.65,rain,partly-cloudy-night,0.78,Partly Cloudy,14.44,0,22,30,45,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 23:00:00,1341,0.159049962714392,2012-07-01,2012-07-01 23:00:00,12.96,206.0,13.99,10.47,1017.92,13.99,4.39,rain,partly-cloudy-night,0.79,Partly Cloudy,14.44,0,23,0,46,6,1,7,183,26
ACORN-E,Affluent,2012-07-01 23:30:00,1341,0.140306487621178,2012-07-01,2012-07-01 23:00:00,12.96,206.0,13.99,10.47,1017.92,13.99,4.39,rain,partly-cloudy-night,0.79,Partly Cloudy,14.165,0,23,30,47,6,1,7,183,26
ACORN-E,Affluent,2012-07-02 00:00:00,1341,0.12849067852349,2012-07-02,2012-07-02 00:00:00,13.16,206.0,13.58,10.85,1017.49,13.58,3.83,rain,clear-night,0.84,Clear,13.89,0,0,0,0,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 00:30:00,1341,0.125395227442207,2012-07-02,2012-07-02 00:00:00,13.16,206.0,13.58,10.85,1017.49,13.58,3.83,rain,clear-night,0.84,Clear,13.89,0,0,30,1,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 01:00:00,1342,0.119812965797317,2012-07-02,2012-07-02 01:00:00,13.23,205.0,13.48,10.87,1016.98,13.48,3.19,rain,clear-night,0.84,Clear,13.89,0,1,0,2,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 01:30:00,1342,0.10805588681073,2012-07-02,2012-07-02 01:00:00,13.23,205.0,13.48,10.87,1016.98,13.48,3.19,rain,clear-night,0.84,Clear,13.89,0,1,30,3,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 02:00:00,1342,0.101401639344262,2012-07-02,2012-07-02 02:00:00,13.29,218.0,13.39,10.71,1016.28,13.39,2.98,rain,partly-cloudy-night,0.84,Partly Cloudy,13.89,0,2,0,4,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 02:30:00,1342,0.0998368107302534,2012-07-02,2012-07-02 02:00:00,13.29,218.0,13.39,10.71,1016.28,13.39,2.98,rain,partly-cloudy-night,0.84,Partly Cloudy,13.61,0,2,30,5,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 03:00:00,1342,0.100084947690015,2012-07-02,2012-07-02 03:00:00,13.45,204.0,12.97,10.2,1015.83,12.97,2.66,rain,partly-cloudy-night,0.83,Partly Cloudy,13.33,0,3,0,6,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 03:30:00,1342,0.0973010431445604,2012-07-02,2012-07-02 03:00:00,13.45,204.0,12.97,10.2,1015.83,12.97,2.66,rain,partly-cloudy-night,0.83,Partly Cloudy,13.055,0,3,30,7,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 04:00:00,1342,0.0997518630402384,2012-07-02,2012-07-02 04:00:00,12.41,170.0,12.47,10.25,1015.72,12.47,3.15,rain,partly-cloudy-day,0.86,Partly Cloudy,12.78,0,4,0,8,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 04:30:00,1342,0.102891207153502,2012-07-02,2012-07-02 04:00:00,12.41,170.0,12.47,10.25,1015.72,12.47,3.15,rain,partly-cloudy-day,0.86,Partly Cloudy,13.335,0,4,30,9,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 05:00:00,1342,0.110879284724292,2012-07-02,2012-07-02 05:00:00,12.81,165.0,13.32,10.38,1015.94,13.32,3.79,rain,partly-cloudy-day,0.82,Partly Cloudy,13.89,0,5,0,10,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 05:30:00,1342,0.125461252011923,2012-07-02,2012-07-02 05:00:00,12.81,165.0,13.32,10.38,1015.94,13.32,3.79,rain,partly-cloudy-day,0.82,Partly Cloudy,14.165,0,5,30,11,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 06:00:00,1342,0.14385022362146,2012-07-02,2012-07-02 06:00:00,13.08,169.0,14.23,10.54,1015.76,14.23,4.46,rain,partly-cloudy-day,0.79,Mostly Cloudy,14.44,0,6,0,12,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 06:30:00,1342,0.168589419076006,2012-07-02,2012-07-02 06:00:00,13.08,169.0,14.23,10.54,1015.76,14.23,4.46,rain,partly-cloudy-day,0.79,Mostly Cloudy,14.72,0,6,30,13,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 07:00:00,1342,0.186433681222057,2012-07-02,2012-07-02 07:00:00,13.12,175.0,14.77,11.18,1015.76,14.77,4.82,rain,partly-cloudy-day,0.79,Partly Cloudy,15.0,0,7,0,14,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 07:30:00,1342,0.18622354709389,2012-07-02,2012-07-02 07:00:00,13.12,175.0,14.77,11.18,1015.76,14.77,4.82,rain,partly-cloudy-day,0.79,Partly Cloudy,15.555,0,7,30,15,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 08:00:00,1342,0.180139344113264,2012-07-02,2012-07-02 08:00:00,12.04,183.0,15.74,11.2,1015.75,15.74,4.6,rain,partly-cloudy-day,0.74,Mostly Cloudy,16.11,0,8,0,16,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 08:30:00,1343,0.180512286075949,2012-07-02,2012-07-02 08:00:00,12.04,183.0,15.74,11.2,1015.75,15.74,4.6,rain,partly-cloudy-day,0.74,Mostly Cloudy,15.835,0,8,30,17,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 09:00:00,1344,0.187634672544643,2012-07-02,2012-07-02 09:00:00,12.49,188.0,15.49,11.21,1015.65,15.49,4.62,rain,partly-cloudy-day,0.76,Partly Cloudy,15.56,0,9,0,18,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 09:30:00,1346,0.180208766716196,2012-07-02,2012-07-02 09:00:00,12.49,188.0,15.49,11.21,1015.65,15.49,4.62,rain,partly-cloudy-day,0.76,Partly Cloudy,15.28,0,9,30,19,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 10:00:00,1348,0.178661720994065,2012-07-02,2012-07-02 10:00:00,12.94,187.0,15.3,11.75,1015.5,15.3,5.29,rain,partly-cloudy-day,0.79,Partly Cloudy,15.0,0,10,0,20,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 10:30:00,1348,0.174308605267062,2012-07-02,2012-07-02 10:00:00,12.94,187.0,15.3,11.75,1015.5,15.3,5.29,rain,partly-cloudy-day,0.79,Partly Cloudy,15.835,0,10,30,21,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 11:00:00,1349,0.177719792883618,2012-07-02,2012-07-02 11:00:00,12.73,186.0,16.52,11.68,1015.43,16.52,5.88,rain,partly-cloudy-day,0.73,Partly Cloudy,16.67,0,11,0,22,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 11:30:00,1349,0.188728687991105,2012-07-02,2012-07-02 11:00:00,12.73,186.0,16.52,11.68,1015.43,16.52,5.88,rain,partly-cloudy-day,0.73,Partly Cloudy,17.225,0,11,30,23,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 12:00:00,1352,0.178818047337278,2012-07-02,2012-07-02 12:00:00,12.18,191.0,17.47,10.96,1015.22,17.47,6.34,rain,partly-cloudy-day,0.66,Partly Cloudy,17.78,0,12,0,24,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 12:30:00,1352,0.173302514866864,2012-07-02,2012-07-02 12:00:00,12.18,191.0,17.47,10.96,1015.22,17.47,6.34,rain,partly-cloudy-day,0.66,Partly Cloudy,18.055,0,12,30,25,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 13:00:00,1353,0.176776053067258,2012-07-02,2012-07-02 13:00:00,11.43,190.0,17.58,11.76,1015.06,17.58,6.8,rain,partly-cloudy-day,0.69,Mostly Cloudy,18.33,0,13,0,26,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 13:30:00,1353,0.181085735550628,2012-07-02,2012-07-02 13:00:00,11.43,190.0,17.58,11.76,1015.06,17.58,6.8,rain,partly-cloudy-day,0.69,Mostly Cloudy,17.5,0,13,30,27,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 14:00:00,1354,0.177996307090103,2012-07-02,2012-07-02 14:00:00,9.27,190.0,16.27,13.11,1014.92,16.27,6.16,rain,partly-cloudy-day,0.82,Mostly Cloudy,16.67,0,14,0,28,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 14:30:00,1354,0.179790989734121,2012-07-02,2012-07-02 14:00:00,9.27,190.0,16.27,13.11,1014.92,16.27,6.16,rain,partly-cloudy-day,0.82,Mostly Cloudy,16.39,0,14,30,29,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 15:00:00,1354,0.187984490620384,2012-07-02,2012-07-02 15:00:00,9.3,197.0,15.82,13.29,1014.8,15.82,5.91,rain,partly-cloudy-day,0.85,Mostly Cloudy,16.11,0,15,0,30,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 15:30:00,1355,0.194057564575646,2012-07-02,2012-07-02 15:00:00,9.3,197.0,15.82,13.29,1014.8,15.82,5.91,rain,partly-cloudy-day,0.85,Mostly Cloudy,16.39,0,15,30,31,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 16:00:00,1355,0.204081918745387,2012-07-02,2012-07-02 16:00:00,8.84,198.0,16.32,13.92,1014.65,16.32,5.1,rain,partly-cloudy-day,0.86,Mostly Cloudy,16.67,0,16,0,32,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 16:30:00,1354,0.22097858183161,2012-07-02,2012-07-02 16:00:00,8.84,198.0,16.32,13.92,1014.65,16.32,5.1,rain,partly-cloudy-day,0.86,Mostly Cloudy,16.39,0,16,30,33,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 17:00:00,1354,0.232728951329394,2012-07-02,2012-07-02 17:00:00,10.53,196.0,15.93,14.27,1014.47,15.93,5.04,rain,partly-cloudy-day,0.9,Mostly Cloudy,16.11,0,17,0,34,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 17:30:00,1354,0.245613737001477,2012-07-02,2012-07-02 17:00:00,10.53,196.0,15.93,14.27,1014.47,15.93,5.04,rain,partly-cloudy-day,0.9,Mostly Cloudy,16.39,0,17,30,35,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 18:00:00,1354,0.268202362776957,2012-07-02,2012-07-02 18:00:00,10.93,195.0,16.16,14.31,1014.44,16.16,4.7,rain,partly-cloudy-day,0.89,Mostly Cloudy,16.67,0,18,0,36,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 18:30:00,1354,0.273584194830133,2012-07-02,2012-07-02 18:00:00,10.93,195.0,16.16,14.31,1014.44,16.16,4.7,rain,partly-cloudy-day,0.89,Mostly Cloudy,16.39,0,18,30,37,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 19:00:00,1355,0.276500368929889,2012-07-02,2012-07-02 19:00:00,11.04,196.0,15.95,14.79,1014.37,16.02,4.39,rain,partly-cloudy-day,0.93,Mostly Cloudy,16.11,0,19,0,38,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 19:30:00,1355,0.282243542214022,2012-07-02,2012-07-02 19:00:00,11.04,196.0,15.95,14.79,1014.37,16.02,4.39,rain,partly-cloudy-day,0.93,Mostly Cloudy,16.11,0,19,30,39,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 20:00:00,1355,0.279551291291513,2012-07-02,2012-07-02 20:00:00,11.23,198.0,15.88,14.77,1014.48,15.96,4.18,rain,partly-cloudy-day,0.93,Mostly Cloudy,16.11,0,20,0,40,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 20:30:00,1355,0.281157195498155,2012-07-02,2012-07-02 20:00:00,11.23,198.0,15.88,14.77,1014.48,15.96,4.18,rain,partly-cloudy-day,0.93,Mostly Cloudy,16.11,0,20,30,41,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 21:00:00,1355,0.274836162066421,2012-07-02,2012-07-02 21:00:00,11.83,196.0,15.86,14.81,1014.71,15.94,4.2,rain,partly-cloudy-night,0.93,Mostly Cloudy,16.11,0,21,0,42,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 21:30:00,1355,0.265231734243542,2012-07-02,2012-07-02 21:00:00,11.83,196.0,15.86,14.81,1014.71,15.94,4.2,rain,partly-cloudy-night,0.93,Mostly Cloudy,15.835,0,21,30,43,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 22:00:00,1355,0.226164575719557,2012-07-02,2012-07-02 22:00:00,13.18,199.0,15.52,14.78,1014.69,15.62,3.83,rain,partly-cloudy-night,0.95,Mostly Cloudy,15.56,0,22,0,44,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 22:30:00,1355,0.193991144059041,2012-07-02,2012-07-02 22:00:00,13.18,199.0,15.52,14.78,1014.69,15.62,3.83,rain,partly-cloudy-night,0.95,Mostly Cloudy,15.56,0,22,30,45,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 23:00:00,1355,0.162803689889299,2012-07-02,2012-07-02 23:00:00,12.47,201.0,15.49,14.75,1014.64,15.59,3.46,rain,partly-cloudy-night,0.95,Mostly Cloudy,15.56,0,23,0,46,0,0,7,184,27
ACORN-E,Affluent,2012-07-02 23:30:00,1355,0.13779557195572,2012-07-02,2012-07-02 23:00:00,12.47,201.0,15.49,14.75,1014.64,15.59,3.46,rain,partly-cloudy-night,0.95,Mostly Cloudy,15.56,0,23,30,47,0,0,7,184,27
ACORN-E,Affluent,2012-07-03 00:00:00,1355,0.125763837638376,2012-07-03,2012-07-03 00:00:00,12.25,202.0,15.49,14.68,1014.43,15.58,3.44,rain,partly-cloudy-night,0.95,Mostly Cloudy,15.56,0,0,0,0,1,0,7,185,27
ACORN-E,Affluent,2012-07-03 00:30:00,1337,0.11998279723261,2012-07-03,2012-07-03 00:00:00,12.25,202.0,15.49,14.68,1014.43,15.58,3.44,rain,partly-cloudy-night,0.95,Mostly Cloudy,15.56,0,0,30,1,1,0,7,185,27
ACORN-E,Affluent,2012-07-03 01:00:00,1337,0.111697830890052,2012-07-03,2012-07-03 01:00:00,12.25,199.0,15.45,14.66,1014.35,15.53,3.34,rain,cloudy,0.95,Overcast,15.56,0,1,0,2,1,0,7,185,27
ACORN-E,Affluent,2012-07-03 01:30:00,1336,0.104894461077844,2012-07-03,2012-07-03 01:00:00,12.25,199.0,15.45,14.66,1014.35,15.53,3.34,rain,cloudy,0.95,Overcast,15.56,0,1,30,3,1,0,7,185,27
ACORN-E,Affluent,2012-07-03 02:00:00,1337,0.0976439789827973,2012-07-03,2012-07-03 02:00:00,11.54,196.0,15.47,14.67,1014.22,15.55,3.29,rain,cloudy,0.95,Overcast,15.56,0,2,0,4,1,0,7,185,27
