Acorn,Date,Conso_kWh,temperatureMean,temperatureMin,temperatureMax,weekday,is_weekend,is_holiday
ACORN-Q,2012-07-03,6.82859917211338,18.695,15.95,21.44,1,0,0
ACORN-Q,2012-07-04,6.7063687022381,18.765,15.2,22.33,2,0,0
ACORN-Q,2012-07-05,6.63875541029479,16.74,14.78,18.7,3,0,1
ACORN-Q,2012-07-06,6.74214639046641,16.035,13.42,18.65,4,0,0
ACORN-Q,2012-07-07,7.02639104998607,16.525,14.28,18.77,5,1,0
ACORN-Q,2012-07-08,7.44792030852348,16.19,14.38,18.0,6,1,0
ACORN-Q,2012-07-09,6.90168959425229,15.370000000000001,13.28,17.46,0,0,0
ACORN-Q,2012-07-10,6.67392519673779,15.41,12.07,18.75,1,0,0
ACORN-Q,2012-07-11,6.67821921639674,14.355,10.04,18.67,2,0,0
ACORN-Q,2012-07-12,6.7548015910665,16.735,14.21,19.26,3,0,0
ACORN-Q,2012-07-13,6.62883898234976,14.785,13.13,16.44,4,0,0
ACORN-Q,2012-07-14,7.12345922135822,15.350000000000001,12.44,18.26,5,1,0
ACORN-Q,2012-07-15,7.06968873178036,15.055,13.05,17.06,6,1,0
ACORN-Q,2012-07-16,6.84221647364765,18.18,13.92,22.44,0,0,0
ACORN-Q,2012-07-17,6.68687472302769,16.715,14.91,18.52,1,0,0
ACORN-Q,2012-07-18,6.67078009520543,16.975,13.77,20.18,2,0,0
ACORN-Q,2012-07-19,6.58071563491873,15.445,13.12,17.77,3,0,0
ACORN-Q,2012-07-20,6.69350081189117,15.86,11.83,19.89,4,0,0
ACORN-Q,2012-07-21,6.65774763908887,17.55,12.24,22.86,5,1,0
ACORN-Q,2012-07-22,6.71569599151681,19.825,12.47,27.18,6,1,0
ACORN-Q,2012-07-23,6.53418292282135,21.265,14.21,28.32,0,0,0
ACORN-Q,2012-07-24,6.57898477043147,22.555,15.74,29.37,1,0,0
ACORN-Q,2012-07-25,6.54357745955854,21.185000000000002,15.93,26.44,2,0,0
ACORN-Q,2012-07-26,6.5034662892397,19.86,15.93,23.79,3,0,0
ACORN-Q,2012-07-27,6.67866594698729,18.009999999999998,14.93,21.09,4,0,0
ACORN-Q,2012-07-28,6.58718626586439,14.445,10.97,17.92,5,1,0
ACORN-Q,2012-07-29,6.96333399328907,14.775,9.86,19.69,6,1,0
ACORN-Q,2012-07-30,6.60107843276772,15.855,11.52,20.19,0,0,0
ACORN-Q,2012-07-31,6.62567950659242,18.13,13.69,22.57,1,0,0
ACORN-Q,2012-08-01,6.50641212863609,18.45,15.61,21.29,2,0,0
ACORN-Q,2012-08-02,6.5558495066777,17.43,13.09,21.77,3,0,0
ACORN-Q,2012-08-03,6.49282531734177,17.7,14.36,21.04,4,0,0
ACORN-Q,2012-08-04,6.58446532964522,16.835,12.98,20.69,5,1,0
ACORN-Q,2012-08-05,6.96316493999046,17.86,14.77,20.95,6,1,0
ACORN-Q,2012-08-06,6.64580121865496,15.405000000000001,11.49,19.32,0,0,0
ACORN-Q,2012-08-07,6.57810150976334,18.915,15.03,22.8,1,0,0
ACORN-Q,2012-08-08,6.57340960847029,19.625,13.33,25.92,2,0,0
ACORN-Q,2012-08-09,6.54881239670871,19.744999999999997,14.5,24.99,3,0,0
ACORN-Q,2012-08-10,6.54322531401387,19.060000000000002,15.21,22.91,4,0,0
ACORN-Q,2012-08-11,6.65938836288678,20.58,16.03,25.13,5,1,0
ACORN-Q,2012-08-12,6.90862227149914,18.97,15.26,22.68,6,1,0
ACORN-Q,2012-08-13,6.55904081210933,20.795,17.62,23.97,0,0,0
ACORN-Q,2012-08-14,6.49269753980987,19.975,17.38,22.57,1,0,0
ACORN-Q,2012-08-15,6.62676026473341,18.845,16.02,21.67,2,0,0
ACORN-Q,2012-08-16,6.42422257835735,22.575000000000003,17.92,27.23,3,0,0
ACORN-Q,2012-08-17,6.43119743537167,25.2,20.54,29.86,4,0,0
ACORN-Q,2012-08-18,6.75698634286481,23.424999999999997,17.97,28.88,5,1,0
ACORN-Q,2012-08-19,7.08997332325443,20.75,16.96,24.54,6,1,0
ACORN-Q,2012-08-20,6.66864182450165,19.18,16.27,22.09,0,0,0
ACORN-Q,2012-08-21,6.50284473248035,17.32,13.16,21.48,1,0,0
ACORN-Q,2012-08-22,6.50740873599742,17.5,12.96,22.04,2,0,0
ACORN-Q,2012-08-23,6.44295362792328,17.17,14.07,20.27,3,0,0
ACORN-Q,2012-08-24,6.36148358762626,17.985,15.04,20.93,4,0,0
ACORN-Q,2012-08-25,6.71588121147697,17.635,14.26,21.01,5,1,0
ACORN-Q,2012-08-26,6.63081289431931,16.805,12.62,20.99,6,1,0
ACORN-Q,2012-08-27,6.65588392906379,18.735,14.97,22.5,0,0,1
ACORN-Q,2012-08-28,6.44162483156925,16.675,13.66,19.69,1,0,0
ACORN-Q,2012-08-29,6.65378364882073,14.085,11.25,16.92,2,0,0
ACORN-Q,2012-08-30,6.57437279115952,12.75,7.78,17.72,3,0,0
ACORN-Q,2012-08-31,6.38851119400006,16.82,13.11,20.53,4,0,0
ACORN-Q,2012-09-01,6.60610216442527,15.46,12.57,18.35,5,1,0
ACORN-Q,2012-09-02,7.08468605644962,20.015,15.69,24.34,6,1,0
ACORN-Q,2012-09-03,6.62708432846822,19.25,13.71,24.79,0,0,0
ACORN-Q,2012-09-04,6.66884528972593,16.02,12.07,19.97,1,0,1
ACORN-Q,2012-09-05,6.48404717894511,14.715,8.67,20.76,2,0,0
ACORN-Q,2012-09-06,6.49365126240289,18.61,11.46,25.76,3,0,0
ACORN-Q,2012-09-07,6.55822948675791,18.765,10.41,27.12,4,0,0
ACORN-Q,2012-09-08,6.7393326594673,19.55,11.32,27.78,5,1,0
ACORN-Q,2012-09-09,6.98519266751039,18.57,16.93,20.21,6,1,0
ACORN-Q,2012-09-10,6.80128993876922,14.775,11.73,17.82,0,0,0
ACORN-Q,2012-09-11,6.68681221579933,13.080000000000002,8.24,17.92,1,0,0
ACORN-Q,2012-09-12,6.6417370419087,13.129999999999999,8.62,17.64,2,0,0
ACORN-Q,2012-09-13,6.5449406674865,17.15,13.61,20.69,3,0,0
ACORN-Q,2012-09-14,6.60507729486912,15.405000000000001,9.69,21.12,4,0,0
ACORN-Q,2012-09-15,6.87883796194644,15.645,12.98,18.31,5,1,0
ACORN-Q,2012-09-16,7.21142589267913,16.005,13.29,18.72,6,1,0
ACORN-Q,2012-09-17,6.72395729063579,14.080000000000002,10.97,17.19,0,0,0
ACORN-Q,2012-09-18,6.68132501476811,11.825,7.35,16.3,1,0,0
ACORN-Q,2012-09-19,6.614547896507,13.225,9.07,17.38,2,0,0
ACORN-Q,2012-09-20,6.72865614518886,13.33,10.34,16.32,3,0,0
ACORN-Q,2012-09-21,6.76504936355882,11.105,6.59,15.62,4,0,0
ACORN-Q,2012-09-22,7.10938247443339,10.58,8.85,12.31,5,1,0
ACORN-Q,2012-09-23,8.02916033036503,13.355,11.51,15.2,6,1,0
ACORN-Q,2012-09-24,7.34627782142891,12.605,9.74,15.47,0,0,0
ACORN-Q,2012-09-25,6.98827752611633,12.605,10.07,15.14,1,0,0
ACORN-Q,2012-09-26,7.03262083981854,13.59,10.57,16.61,2,0,0
ACORN-Q,2012-09-27,6.90203155285305,13.05,9.03,17.07,3,0,0
ACORN-Q,2012-09-28,6.99783424026308,12.27,8.71,15.83,4,0,0
ACORN-Q,2012-09-29,7.17669118183615,11.440000000000001,6.42,16.46,5,1,0
ACORN-Q,2012-09-30,7.55049472983464,14.305,12.37,16.24,6,1,0
ACORN-Q,2012-10-01,7.19235679907376,13.655000000000001,10.87,16.44,0,0,0
ACORN-Q,2012-10-02,7.02371522061401,11.844999999999999,9.35,14.34,1,0,0
ACORN-Q,2012-10-03,7.16709182490566,11.09,7.19,14.99,2,0,0
ACORN-Q,2012-10-04,7.03962650792003,12.379999999999999,9.16,15.6,3,0,0
ACORN-Q,2012-10-05,7.18568338328303,11.25,7.61,14.89,4,0,0
ACORN-Q,2012-10-06,7.41506417445495,9.455,5.27,13.64,5,1,0
ACORN-Q,2012-10-07,7.77563182491514,10.865,9.51,12.22,6,1,0
ACORN-Q,2012-10-08,7.47797840992568,11.65,9.07,14.23,0,0,0
ACORN-Q,2012-10-09,7.25103626329088,10.585,7.04,14.13,1,0,0
ACORN-Q,2012-10-10,7.19830680367371,12.015,9.15,14.88,2,0,0
ACORN-Q,2012-10-11,7.40841633387303,11.615,8.51,14.72,3,0,0
ACORN-Q,2012-10-12,7.14491633141644,8.969999999999999,6.41,11.53,4,0,0
ACORN-Q,2012-10-13,7.59095187297533,7.565,2.81,12.32,5,1,0
ACORN-Q,2012-10-14,8.07002356716662,8.559999999999999,4.09,13.03,6,1,0
ACORN-Q,2012-10-15,7.49779471325679,11.9,9.06,14.74,0,0,0
ACORN-Q,2012-10-16,7.33438575258212,12.700000000000001,8.8,16.6,1,0,0
ACORN-Q,2012-10-17,7.3785856930844,14.094999999999999,12.15,16.04,2,0,0
ACORN-Q,2012-10-18,7.38243179616068,12.595,11.98,13.21,3,0,0
ACORN-Q,2012-10-19,7.54826275886205,11.79,9.57,14.01,4,0,0
ACORN-Q,2012-10-20,7.82481495159314,11.3,10.19,12.41,5,1,0
ACORN-Q,2012-10-21,8.35633751583829,13.375,12.02,14.73,6,1,0
ACORN-Q,2012-10-22,7.52704592986053,13.255,12.46,14.05,0,0,0
ACORN-Q,2012-10-23,7.50476988910649,14.629999999999999,13.08,16.18,1,0,0
ACORN-Q,2012-10-24,7.34855666149251,11.85,10.09,13.61,2,0,0
ACORN-Q,2012-10-25,7.48807911971511,7.15,4.19,10.11,3,0,0
ACORN-Q,2012-10-26,7.8394157989806,5.085,2.49,7.68,4,0,0
ACORN-Q,2012-10-27,8.18081533757943,5.3,1.43,9.17,5,1,0
ACORN-Q,2012-10-28,8.62849250611459,,,,6,1,0
ACORN-Q,2012-10-29,7.85073907379901,10.030000000000001,7.66,12.4,0,0,0
ACORN-Q,2012-10-30,7.71727478896242,8.245000000000001,5.57,10.92,1,0,0
ACORN-Q,2012-10-31,7.92291400019634,9.405,6.45,12.36,2,0,0
ACORN-Q,2012-11-01,7.88066774645201,7.83,4.2,11.46,3,0,0
ACORN-Q,2012-11-02,7.92186546349176,7.195,4.61,9.78,4,0,0
ACORN-Q,2012-11-03,8.2519137490444,6.335,3.22,9.45,5,1,0
ACORN-Q,2012-11-04,8.95989780827251,5.8149999999999995,2.96,8.67,6,1,0
ACORN-Q,2012-11-05,8.17940267785888,6.0649999999999995,2.94,9.19,0,0,0
ACORN-Q,2012-11-06,8.06687969115204,5.295,0.92,9.67,1,0,0
ACORN-Q,2012-11-07,8.04364698822559,7.449999999999999,4.97,9.93,2,0,0
ACORN-Q,2012-11-08,7.89519460992992,10.075,7.81,12.34,3,0,0
ACORN-Q,2012-11-09,7.7395601402748,9.7,8.13,11.27,4,0,0
ACORN-Q,2012-11-10,8.38008469831472,7.755000000000001,5.2,10.31,5,1,0
ACORN-Q,2012-11-11,8.62710729735719,5.984999999999999,2.1,9.87,6,1,0
ACORN-Q,2012-11-12,8.08554151528163,8.35,4.52,12.18,0,0,0
ACORN-Q,2012-11-13,7.66531814470261,12.36,10.06,14.66,1,0,0
ACORN-Q,2012-11-14,7.65742665449137,9.975,7.33,12.62,2,0,0
ACORN-Q,2012-11-15,7.80550546865128,7.76,6.45,9.07,3,0,0
ACORN-Q,2012-11-16,7.8658353445795,7.55,5.91,9.19,4,0,0
ACORN-Q,2012-11-17,8.20448224798642,10.309999999999999,8.18,12.44,5,1,0
ACORN-Q,2012-11-18,8.61426601939978,5.745,2.07,9.42,6,1,0
ACORN-Q,2012-11-19,7.99433261717122,7.36,3.49,11.23,0,0,0
ACORN-Q,2012-11-20,7.9242336746254,12.170000000000002,10.88,13.46,1,0,0
ACORN-Q,2012-11-21,8.16185135990437,8.965,6.06,11.87,2,0,0
ACORN-Q,2012-11-22,7.85687554608813,9.825,6.56,13.09,3,0,0
ACORN-Q,2012-11-23,7.73812505009954,7.91,5.12,10.7,4,0,0
ACORN-Q,2012-11-24,8.51122564407006,6.775,3.64,9.91,5,1,0
ACORN-Q,2012-11-25,8.64905193637317,10.0,7.46,12.54,6,1,0
ACORN-Q,2012-11-26,8.00356043750934,8.93,7.17,10.69,0,0,0
ACORN-Q,2012-11-27,7.99374405213511,7.445,6.42,8.47,1,0,0
ACORN-Q,2012-11-28,8.36359941418753,5.17,3.45,6.89,2,0,0
ACORN-Q,2012-11-29,8.35381893027211,3.735,1.63,5.84,3,0,0
ACORN-Q,2012-11-30,8.4333447966123,1.74,-0.89,4.37,4,0,0
ACORN-Q,2012-12-01,9.08566140740291,2.1900000000000004,-1.35,5.73,5,1,0
ACORN-Q,2012-12-02,9.50997730430237,1.605,-1.55,4.76,6,1,0
ACORN-Q,2012-12-03,8.53172150047832,6.58,2.94,10.22,0,0,0
ACORN-Q,2012-12-04,8.49604461033574,4.470000000000001,1.21,7.73,1,0,0
ACORN-Q,2012-12-05,8.71233613509133,1.56,-0.77,3.89,2,0,0
ACORN-Q,2012-12-06,8.93934084376548,1.01,-2.82,4.84,3,0,0
ACORN-Q,2012-12-07,8.68115898507282,4.65,2.97,6.33,4,0,0
ACORN-Q,2012-12-08,8.8045694809873,4.8149999999999995,3.17,6.46,5,1,0
ACORN-Q,2012-12-09,9.47193622606156,6.26,3.86,8.66,6,1,0
ACORN-Q,2012-12-10,8.5543070722384,3.57,1.55,5.59,0,0,0
ACORN-Q,2012-12-11,8.73032592296051,0.10499999999999998,-2.49,2.7,1,0,0
ACORN-Q,2012-12-12,8.93692831692256,-1.0150000000000001,-3.83,1.8,2,0,0
ACORN-Q,2012-12-13,8.97715609920446,0.11499999999999999,-1.35,1.58,3,0,0
ACORN-Q,2012-12-14,8.8912542980643,6.135,1.93,10.34,4,0,0
ACORN-Q,2012-12-15,8.76254846515324,9.04,6.91,11.17,5,1,0
ACORN-Q,2012-12-16,8.98940059728143,7.57,5.32,9.82,6,1,0
ACORN-Q,2012-12-17,8.23869915131989,7.359999999999999,5.62,9.1,0,0,0
ACORN-Q,2012-12-18,8.32601201524835,6.3100000000000005,4.66,7.96,1,0,0
ACORN-Q,2012-12-19,8.41633265918131,5.255,3.07,7.44,2,0,0
ACORN-Q,2012-12-20,8.41630666484848,8.05,6.53,9.57,3,0,0
ACORN-Q,2012-12-21,7.9703120227088,7.994999999999999,6.3,9.69,4,0,0
ACORN-Q,2012-12-22,8.64243578271303,9.555,6.04,13.07,5,1,0
ACORN-Q,2012-12-23,8.54258650637064,11.21,9.34,13.08,6,1,0
ACORN-Q,2012-12-24,8.49862436800725,9.935,7.57,12.3,0,0,0
ACORN-Q,2012-12-25,9.06219285584354,7.800000000000001,6.46,9.14,1,0,1
ACORN-Q,2012-12-26,8.08161919465162,7.505,4.83,10.18,2,0,1
ACORN-Q,2012-12-27,8.32403114380945,7.195,6.42,7.97,3,0,0
ACORN-Q,2012-12-28,8.40678353648767,8.895,5.45,12.34,4,0,0
ACORN-Q,2012-12-29,8.38501674861312,9.625,7.28,11.97,5,1,0
ACORN-Q,2012-12-30,8.67000275215843,8.17,5.44,10.9,6,1,0
ACORN-Q,2012-12-31,8.66585452339947,6.73,4.22,9.24,0,0,0
ACORN-Q,2013-01-01,8.60551503704081,5.4,3.31,7.49,1,0,1
ACORN-Q,2013-01-02,8.50244746322698,7.065,3.31,10.82,2,0,0
ACORN-Q,2013-01-03,8.29498665145631,10.530000000000001,9.65,11.41,3,0,0
ACORN-Q,2013-01-04,8.15979537119062,9.48,8.17,10.79,4,0,1
ACORN-Q,2013-01-05,8.39106587145057,9.25,7.84,10.66,5,1,0
ACORN-Q,2013-01-06,8.80192849689243,7.76,6.91,8.61,6,1,0
ACORN-Q,2013-01-07,8.29630096171871,8.09,7.1,9.08,0,0,0
ACORN-Q,2013-01-08,7.97399115033775,10.125,9.02,11.23,1,0,0
ACORN-Q,2013-01-09,8.10505499497805,5.49,1.77,9.21,2,0,0
ACORN-Q,2013-01-10,8.34600758591144,2.295,1.16,3.43,3,0,0
ACORN-Q,2013-01-11,8.36236572750641,3.295,0.89,5.7,4,0,0
ACORN-Q,2013-01-12,9.23070634633319,3.14,1.75,4.53,5,1,0
ACORN-Q,2013-01-13,9.48162637068342,2.26,1.04,3.48,6,1,0
ACORN-Q,2013-01-14,8.95693405250075,1.265,-0.41,2.94,0,0,0
ACORN-Q,2013-01-15,8.66116843098548,0.7749999999999999,-0.83,2.38,1,0,0
ACORN-Q,2013-01-16,9.06556240578807,-1.19,-2.32,-0.06,2,0,0
ACORN-Q,2013-01-17,8.95174573917275,-0.49,-3.86,2.88,3,0,0
ACORN-Q,2013-01-18,9.37524480346719,-0.29999999999999993,-1.93,1.33,4,0,0
ACORN-Q,2013-01-19,9.96117602809419,0.09999999999999998,-0.65,0.85,5,1,0
ACORN-Q,2013-01-20,10.3503688683947,-0.6849999999999999,-1.45,0.08,6,1,0
ACORN-Q,2013-01-21,9.27012149954406,-0.405,-1.98,1.17,0,0,0
ACORN-Q,2013-01-22,9.2325423031223,-0.45500000000000007,-3.73,2.82,1,0,0
ACORN-Q,2013-01-23,9.25606600818163,2.0999999999999996,1.38,2.82,2,0,0
ACORN-Q,2013-01-24,9.18315692468311,1.06,-0.11,2.23,3,0,0
ACORN-Q,2013-01-25,9.06461657573943,0.895,-1.19,2.98,4,0,0
ACORN-Q,2013-01-26,9.05692225923424,4.965,2.37,7.56,5,1,0
ACORN-Q,2013-01-27,9.20591036834928,7.49,4.72,10.26,6,1,0
ACORN-Q,2013-01-28,8.70861789187221,6.779999999999999,3.02,10.54,0,0,0
ACORN-Q,2013-01-29,8.19639420718258,11.425,9.76,13.09,1,0,0
ACORN-Q,2013-01-30,8.05581141487237,10.035,7.51,12.56,2,0,0
ACORN-Q,2013-01-31,8.02178268454029,8.53,7.12,9.94,3,0,0
ACORN-Q,2013-02-01,8.0934605514256,6.095,4.16,8.03,4,0,0
ACORN-Q,2013-02-02,8.71138874980844,3.5199999999999996,1.48,5.56,5,1,0
ACORN-Q,2013-02-03,9.28709357776035,4.614999999999999,0.11,9.12,6,1,0
ACORN-Q,2013-02-04,8.2012249419858,8.34,6.48,10.2,0,0,0
ACORN-Q,2013-02-05,8.29535828028147,4.300000000000001,2.16,6.44,1,0,0
ACORN-Q,2013-02-06,8.51175340128724,4.51,2.86,6.16,2,0,0
ACORN-Q,2013-02-07,8.49430445504262,3.3850000000000002,1.24,5.53,3,0,0
ACORN-Q,2013-02-08,8.39591920915273,3.2,0.81,5.59,4,0,0
ACORN-Q,2013-02-09,8.97450524066873,2.63,1.58,3.68,5,1,0
ACORN-Q,2013-02-10,9.49654491265478,2.8950000000000005,1.06,4.73,6,1,0
ACORN-Q,2013-02-11,8.90333102497369,1.2149999999999999,0.55,1.88,0,0,0
ACORN-Q,2013-02-12,8.86070593021881,1.69,1.14,2.24,1,0,0
ACORN-Q,2013-02-13,8.76382647195072,1.845,0.6,3.09,2,0,0
ACORN-Q,2013-02-14,8.45976071869089,7.33,4.07,10.59,3,0,0
ACORN-Q,2013-02-15,8.21238236081173,6.015,2.27,9.76,4,0,0
ACORN-Q,2013-02-16,8.28051723574996,6.915000000000001,3.7,10.13,5,1,0
ACORN-Q,2013-02-17,8.70055659187992,5.825,2.16,9.49,6,1,0
ACORN-Q,2013-02-18,8.29721634356603,4.405,1.16,7.65,0,0,0
ACORN-Q,2013-02-19,8.12682852505333,4.345,-1.43,10.12,1,0,0
ACORN-Q,2013-02-20,8.47323253603691,3.355,1.83,4.88,2,0,0
ACORN-Q,2013-02-21,8.73830916683738,1.5699999999999998,0.86,2.28,3,0,0
ACORN-Q,2013-02-22,8.84618650171779,0.78,0.2,1.36,4,0,0
ACORN-Q,2013-02-23,9.1781680992638,0.965,0.19,1.74,5,1,0
ACORN-Q,2013-02-24,9.69532024417178,1.6,0.85,2.35,6,1,0
ACORN-Q,2013-02-25,9.03530497199387,3.065,1.74,4.39,0,0,0
ACORN-Q,2013-02-26,8.91728927593957,3.955,2.98,4.93,1,0,0
ACORN-Q,2013-02-27,8.44811577319946,4.220000000000001,2.33,6.11,2,0,0
ACORN-Q,2013-02-28,8.30694868831262,4.835,2.41,7.26,3,0,0
ACORN-Q,2013-03-01,8.438528900123,4.6,2.58,6.62,4,0,0
ACORN-Q,2013-03-02,8.86755264835242,2.66,0.63,4.69,5,1,0
ACORN-Q,2013-03-03,8.93815473974204,3.345,-1.14,7.83,6,1,0
ACORN-Q,2013-03-04,8.04656829728338,5.565,2.14,8.99,0,0,0
ACORN-Q,2013-03-05,7.62761785349781,8.965,1.87,16.06,1,0,0
ACORN-Q,2013-03-06,7.74103127878524,10.395,7.65,13.14,2,0,0
ACORN-Q,2013-03-07,7.7896557929587,8.530000000000001,7.43,9.63,3,0,0
ACORN-Q,2013-03-08,7.89008246621363,8.815,8.02,9.61,4,0,0
ACORN-Q,2013-03-09,8.34461296990722,5.945,3.88,8.01,5,1,0
ACORN-Q,2013-03-10,9.11992978752468,2.34,1.23,3.45,6,1,0
ACORN-Q,2013-03-11,8.91422732305579,-0.17500000000000004,-1.57,1.22,0,0,0
ACORN-Q,2013-03-12,8.88496735270847,0.985,-1.89,3.86,1,0,0
ACORN-Q,2013-03-13,8.53907354057654,3.78,1.14,6.42,2,0,0
ACORN-Q,2013-03-14,8.3781282294636,2.8249999999999997,-0.91,6.56,3,0,0
ACORN-Q,2013-03-15,8.14592557607286,5.63,2.99,8.27,4,0,0
ACORN-Q,2013-03-16,8.69347160876543,6.65,5.79,7.51,5,1,0
ACORN-Q,2013-03-17,9.06227922360558,4.83,2.36,7.3,6,1,0
ACORN-Q,2013-03-18,8.3871618530985,3.565,-0.22,7.35,0,0,0
ACORN-Q,2013-03-19,8.09692857564269,5.265,2.81,7.72,1,0,0
ACORN-Q,2013-03-20,8.22378986353523,4.12,2.37,5.87,2,0,0
ACORN-Q,2013-03-21,8.07886031953028,3.7249999999999996,1.18,6.27,3,0,0
ACORN-Q,2013-03-22,8.56669582206129,3.8,2.59,5.01,4,0,0
ACORN-Q,2013-03-23,9.30575734293205,1.99,0.92,3.06,5,1,0
ACORN-Q,2013-03-24,9.78815056504181,0.605,-0.32,1.53,6,1,0
ACORN-Q,2013-03-25,9.00991406471429,1.26,0.71,1.81,0,0,0
ACORN-Q,2013-03-26,8.85139033197026,1.26,0.77,1.75,1,0,0
ACORN-Q,2013-03-27,8.56479912804448,1.765,-0.29,3.82,2,0,0
ACORN-Q,2013-03-28,8.49221299582955,1.595,-0.89,4.08,3,0,0
ACORN-Q,2013-03-29,8.76121366521739,2.3949999999999996,-0.52,5.31,4,0,1
ACORN-Q,2013-03-30,8.54019201410417,2.9050000000000002,0.94,4.87,5,1,0
ACORN-Q,2013-03-31,8.58876442088023,3.49,1.1,5.88,6,1,0
ACORN-Q,2013-04-01,8.61119927354479,3.875,0.04,7.71,0,0,0
ACORN-Q,2013-04-02,8.01641097717391,2.285,0.48,4.09,1,0,0
ACORN-Q,2013-04-03,8.37827949236805,1.945,0.98,2.91,2,0,0
ACORN-Q,2013-04-04,8.58254250958432,4.609999999999999,1.88,7.34,3,0,0
ACORN-Q,2013-04-05,8.42370616997891,5.255,0.64,9.87,4,0,0
ACORN-Q,2013-04-06,8.36630602433994,4.58,-1.21,10.37,5,1,0
ACORN-Q,2013-04-07,8.43337763763975,6.73,3.47,9.99,6,1,0
ACORN-Q,2013-04-08,7.8356728858209,6.130000000000001,3.45,8.81,0,0,0
ACORN-Q,2013-04-09,7.89356585564447,6.785,2.98,10.59,1,0,0
ACORN-Q,2013-04-10,7.68156732272371,8.615,5.93,11.3,2,0,0
ACORN-Q,2013-04-11,7.90464801123406,9.3,7.09,11.51,3,0,0
ACORN-Q,2013-04-12,7.58135118393524,8.17,4.92,11.42,4,0,0
ACORN-Q,2013-04-13,7.72202241152303,15.684999999999999,11.49,19.88,5,1,0
ACORN-Q,2013-04-14,7.78285100188616,12.754999999999999,10.08,15.43,6,1,0
ACORN-Q,2013-04-15,7.18060055333456,13.09,9.63,16.55,0,0,0
ACORN-Q,2013-04-16,7.09461406995542,13.805,9.66,17.95,1,0,0
ACORN-Q,2013-04-17,7.03363442058708,11.295,8.48,14.11,2,0,0
ACORN-Q,2013-04-18,7.06665204692772,9.059999999999999,6.17,11.95,3,0,0
ACORN-Q,2013-04-19,7.17663037047229,8.01,2.88,13.14,4,0,0
ACORN-Q,2013-04-20,7.4123525376439,7.789999999999999,1.46,14.12,5,1,0
ACORN-Q,2013-04-21,7.75217056663458,10.615,6.91,14.32,6,1,0
ACORN-Q,2013-04-22,7.01664495024907,15.135,10.02,20.25,0,0,0
ACORN-Q,2013-04-23,6.75977091437205,14.4,9.45,19.35,1,0,0
ACORN-Q,2013-04-24,6.75107812948417,16.73,11.38,22.08,2,0,0
ACORN-Q,2013-04-25,6.60817494126784,10.165,7.05,13.28,3,0,0
ACORN-Q,2013-04-26,6.78277090878642,7.1899999999999995,4.02,10.36,4,0,0
ACORN-Q,2013-04-27,7.30532805993879,6.6,1.61,11.59,5,1,0
ACORN-Q,2013-04-28,7.82545353589193,10.695,7.98,13.41,6,1,0
ACORN-Q,2013-04-29,6.99660743739076,9.825000000000001,5.94,13.71,0,0,0
ACORN-Q,2013-04-30,6.77636838032096,10.370000000000001,4.42,16.32,1,0,0
ACORN-Q,2013-05-01,6.76870937590723,11.195,5.43,16.96,2,0,0
ACORN-Q,2013-05-02,6.67826860127446,12.095,4.48,19.71,3,0,0
ACORN-Q,2013-05-03,6.69231890395435,12.18,8.05,16.31,4,0,0
ACORN-Q,2013-05-04,7.04511169254794,12.33,6.87,17.79,5,1,0
ACORN-Q,2013-05-05,6.98286103547606,15.735,10.48,20.99,6,1,0
ACORN-Q,2013-05-06,6.83170068615941,14.225000000000001,8.63,19.82,0,0,0
ACORN-Q,2013-05-07,6.52228351462109,14.07,11.33,16.81,1,0,0
ACORN-Q,2013-05-08,6.72708670095117,10.78,7.28,14.28,2,0,0
ACORN-Q,2013-05-09,6.66097598064684,13.685,10.2,17.17,3,0,0
ACORN-Q,2013-05-10,6.55679909775098,10.12,7.06,13.18,4,0,0
ACORN-Q,2013-05-11,7.09294769176156,10.425,6.04,14.81,5,1,0
ACORN-Q,2013-05-12,7.60035271738757,10.755,7.45,14.06,6,1,0
ACORN-Q,2013-05-13,6.76773614791772,9.15,7.36,10.94,0,0,0
ACORN-Q,2013-05-14,7.08200379191935,10.32,7.0,13.64,1,0,0
ACORN-Q,2013-05-15,6.87240974040138,9.65,4.17,15.13,2,0,0
ACORN-Q,2013-05-16,6.70959167315237,9.25,7.2,11.3,3,0,0
ACORN-Q,2013-05-17,6.77686435834846,11.84,9.12,14.56,4,0,0
ACORN-Q,2013-05-18,7.17777345281925,13.38,8.91,17.85,5,1,0
ACORN-Q,2013-05-19,7.30308963848789,14.125,11.38,16.87,6,1,0
ACORN-Q,2013-05-20,6.84674842319408,14.114999999999998,12.01,16.22,0,0,0
ACORN-Q,2013-05-21,6.80764578639592,11.8,9.58,14.02,1,0,0
ACORN-Q,2013-05-22,6.77734269717745,8.265,6.27,10.26,2,0,0
ACORN-Q,2013-05-23,6.7567442721025,6.82,5.43,8.21,3,0,0
ACORN-Q,2013-05-24,6.94799742959462,10.254999999999999,5.64,14.87,4,0,0
ACORN-Q,2013-05-25,6.95989742672278,12.530000000000001,6.24,18.82,5,1,0
ACORN-Q,2013-05-26,6.86444088751145,11.8,6.32,17.28,6,1,0
ACORN-Q,2013-05-27,6.8624818226037,10.955,9.78,12.13,0,0,1
ACORN-Q,2013-05-28,6.98888728970399,10.585,8.38,12.79,1,0,0
ACORN-Q,2013-05-29,7.11583239371706,12.739999999999998,10.79,14.69,2,0,0
