Acorn,Date,Conso_kWh,temperatureMean,temperatureMin,temperatureMax,weekday,is_weekend,is_holiday
ACORN-E,2013-09-19,9.36030737869128,14.125,9.84,18.41,3,0,0
ACORN-E,2013-09-20,8.82776161840763,14.254999999999999,10.33,18.18,4,0,0
ACORN-E,2013-09-21,8.90304160878105,16.545,14.25,18.84,5,1,0
ACORN-E,2013-09-22,9.28713892886319,16.335,13.03,19.64,6,1,0
ACORN-E,2013-09-23,8.78147278203963,16.5,11.53,21.47,0,0,0
ACORN-E,2013-09-24,8.45804753588417,17.27,13.67,20.87,1,0,0
ACORN-E,2013-09-25,8.57108191426314,16.0,13.12,18.88,2,0,0
ACORN-E,2013-09-26,8.45591068232405,13.785,10.58,16.99,3,0,0
ACORN-E,2013-09-27,8.50998320964676,15.395,12.43,18.36,4,0,0
ACORN-E,2013-09-28,8.87066612523033,15.399999999999999,13.44,17.36,5,1,0
ACORN-E,2013-09-29,9.25484744495756,16.009999999999998,13.21,18.81,6,1,0
ACORN-E,2013-09-30,8.91611128368953,14.52,11.76,17.28,0,0,0
ACORN-E,2013-10-01,9.12470112185117,16.32,13.62,19.02,1,0,0
ACORN-E,2013-10-02,9.11854051111957,16.24,14.03,18.45,2,0,0
ACORN-E,2013-10-03,8.88014460540867,18.025,15.23,20.82,3,0,0
ACORN-E,2013-10-04,8.72685230787638,15.805,13.67,17.94,4,0,0
ACORN-E,2013-10-05,8.88387299726731,13.975000000000001,8.76,19.19,5,1,0
ACORN-E,2013-10-06,9.13888218808039,14.469999999999999,10.37,18.57,6,1,0
ACORN-E,2013-10-07,8.87363094029794,16.490000000000002,13.36,19.62,0,0,0
ACORN-E,2013-10-08,8.7465680942237,12.76,9.04,16.48,1,0,0
ACORN-E,2013-10-09,8.9643845855975,9.71,7.6,11.82,2,0,0
ACORN-E,2013-10-10,9.5234344233534,10.91,8.66,13.16,3,0,0
ACORN-E,2013-10-11,10.1699285427788,11.315000000000001,8.46,14.17,4,0,0
ACORN-E,2013-10-12,9.6981270796636,10.17,8.87,11.47,5,1,0
ACORN-E,2013-10-13,11.0603011162224,9.98,8.62,11.34,6,1,0
ACORN-E,2013-10-14,10.4962655755947,10.665,8.75,12.58,0,0,0
ACORN-E,2013-10-15,10.0380404079673,10.815,6.76,14.87,1,0,0
ACORN-E,2013-10-16,10.4129661387171,14.555,11.82,17.29,2,0,0
ACORN-E,2013-10-17,9.72072393895528,13.83,10.5,17.16,3,0,0
ACORN-E,2013-10-18,9.47884643089233,15.365,13.21,17.52,4,0,0
ACORN-E,2013-10-19,9.50580719487114,14.6,12.16,17.04,5,1,0
ACORN-E,2013-10-20,9.98024465091581,15.395,13.26,17.53,6,1,0
ACORN-E,2013-10-21,9.73928435393829,15.91,13.79,18.03,0,0,0
ACORN-E,2013-10-22,9.43566705985541,13.260000000000002,9.99,16.53,1,0,0
ACORN-E,2013-10-23,9.25717653037252,11.870000000000001,6.83,16.91,2,0,0
ACORN-E,2013-10-24,9.3216204992964,15.815,13.16,18.47,3,0,0
ACORN-E,2013-10-25,9.17630826828187,15.5,14.34,16.66,4,0,0
ACORN-E,2013-10-26,9.54320625041667,13.765,11.66,15.87,5,1,0
ACORN-E,2013-10-27,10.1067103249609,,,,6,1,0
ACORN-E,2013-10-28,9.97530217718972,12.53,9.0,16.06,0,0,0
ACORN-E,2013-10-29,10.2616316622625,9.620000000000001,6.86,12.38,1,0,0
ACORN-E,2013-10-30,10.2322419700526,9.02,4.47,13.57,2,0,0
ACORN-E,2013-10-31,10.1150968218937,12.36,11.61,13.11,3,0,0
ACORN-E,2013-11-01,10.0425565774225,12.725000000000001,11.48,13.97,4,0,0
ACORN-E,2013-11-02,9.95748477120998,12.675,10.27,15.08,5,1,0
ACORN-E,2013-11-03,11.1345888064072,9.495,7.56,11.43,6,1,0
ACORN-E,2013-11-04,10.7785411469576,7.380000000000001,4.78,9.98,0,0,0
ACORN-E,2013-11-05,11.306539361903,8.4,4.41,12.39,1,0,0
ACORN-E,2013-11-06,10.9975296116982,12.09,9.31,14.87,2,0,0
ACORN-E,2013-11-07,10.5407608356527,11.035,7.37,14.7,3,0,0
ACORN-E,2013-11-08,10.95777885758,8.145,5.29,11.0,4,0,0
ACORN-E,2013-11-09,11.6772841947299,5.17,3.28,7.06,5,1,0
ACORN-E,2013-11-10,11.8013627857623,5.9,2.58,9.22,6,1,0
ACORN-E,2013-11-11,11.7933619811977,7.58,2.53,12.63,0,0,0
ACORN-E,2013-11-12,10.8381698697809,9.594999999999999,6.08,13.11,1,0,0
ACORN-E,2013-11-13,11.1269594103202,6.0249999999999995,2.11,9.94,2,0,0
ACORN-E,2013-11-14,11.1898247738887,7.3999999999999995,5.18,9.62,3,0,0
ACORN-E,2013-11-15,11.3946992066146,6.29,3.33,9.25,4,0,0
ACORN-E,2013-11-16,11.8034778902969,5.26,1.38,9.14,5,1,0
ACORN-E,2013-11-17,12.3390941029452,8.925,8.28,9.57,6,1,0
ACORN-E,2013-11-18,11.6806446495667,8.335,7.37,9.3,0,0,0
ACORN-E,2013-11-19,11.8512014526643,3.69,0.6,6.78,1,0,0
ACORN-E,2013-11-20,12.8682450495397,2.5549999999999997,-1.27,6.38,2,0,0
ACORN-E,2013-11-21,12.5757533593905,5.515000000000001,3.12,7.91,3,0,0
ACORN-E,2013-11-22,12.4795773669021,5.705,3.52,7.89,4,0,0
ACORN-E,2013-11-23,12.4722063163489,5.41,3.41,7.41,5,1,0
ACORN-E,2013-11-24,13.1171419569384,6.539999999999999,5.06,8.02,6,1,0
ACORN-E,2013-11-25,12.5277768196152,5.915,4.54,7.29,0,0,0
ACORN-E,2013-11-26,12.4335093556647,5.08,2.93,7.23,1,0,0
ACORN-E,2013-11-27,12.187069385028,8.05,5.78,10.32,2,0,0
ACORN-E,2013-11-28,11.9313841708774,8.99,8.08,9.9,3,0,0
ACORN-E,2013-11-29,11.8574052750507,8.37,6.56,10.18,4,0,0
ACORN-E,2013-11-30,12.2866540121909,5.955,3.53,8.38,5,1,0
ACORN-E,2013-12-01,12.8408625580988,5.925,2.43,9.42,6,1,0
ACORN-E,2013-12-02,11.9693912254666,8.004999999999999,6.59,9.42,0,0,0
ACORN-E,2013-12-03,12.2272331763288,5.4399999999999995,3.66,7.22,1,0,0
ACORN-E,2013-12-04,12.1931144986164,5.63,2.35,8.91,2,0,0
ACORN-E,2013-12-05,12.7015705382058,5.685,1.08,10.29,3,0,0
ACORN-E,2013-12-06,12.6032529068427,5.29,2.73,7.85,4,0,0
ACORN-E,2013-12-07,12.6655199439605,7.635,6.55,8.72,5,1,0
ACORN-E,2013-12-08,12.6438143241738,8.165,5.09,11.24,6,1,0
ACORN-E,2013-12-09,11.9668606896025,8.035,5.06,11.01,0,0,0
ACORN-E,2013-12-10,12.1756345403265,5.545,2.06,9.03,1,0,0
ACORN-E,2013-12-11,12.5452322176099,4.23,2.06,6.4,2,0,0
ACORN-E,2013-12-12,12.5342984956014,5.25,1.52,8.98,3,0,0
ACORN-E,2013-12-13,12.0334909827741,9.940000000000001,8.15,11.73,4,0,0
ACORN-E,2013-12-14,12.0304644849755,7.5600000000000005,3.79,11.33,5,1,0
ACORN-E,2013-12-15,12.3876069703954,10.325,8.11,12.54,6,1,0
ACORN-E,2013-12-16,11.5157792129424,10.42,7.95,12.89,0,0,0
ACORN-E,2013-12-17,11.8354780169474,6.005000000000001,4.61,7.4,1,0,0
ACORN-E,2013-12-18,11.8184521503335,7.6499999999999995,5.01,10.29,2,0,0
ACORN-E,2013-12-19,11.8972942299034,6.6899999999999995,3.68,9.7,3,0,0
ACORN-E,2013-12-20,11.8807221817151,6.525,2.63,10.42,4,0,0
ACORN-E,2013-12-21,12.0791825412313,10.68,9.41,11.95,5,1,0
ACORN-E,2013-12-22,11.81780348772,7.4399999999999995,4.81,10.07,6,1,0
ACORN-E,2013-12-23,12.0200664434678,8.545,5.14,11.95,0,0,0
ACORN-E,2013-12-24,11.5605739134428,8.68,5.43,11.93,1,0,0
ACORN-E,2013-12-25,11.6559046855464,5.465,3.74,7.19,2,0,1
ACORN-E,2013-12-26,11.0342508933371,5.255,2.87,7.64,3,0,1
ACORN-E,2013-12-27,11.3844515167199,9.23,7.47,10.99,4,0,0
ACORN-E,2013-12-28,11.3240254038009,5.335,2.86,7.81,5,1,0
ACORN-E,2013-12-29,11.9480493843219,4.14,0.72,7.56,6,1,0
ACORN-E,2013-12-30,12.0482163053927,8.31,6.4,10.22,0,0,0
ACORN-E,2013-12-31,12.1463520070988,8.065,5.77,10.36,1,0,0
ACORN-E,2014-01-01,12.4512785636379,8.965,6.59,11.34,2,0,1
ACORN-E,2014-01-02,11.6142299521647,8.645,6.54,10.75,3,0,0
ACORN-E,2014-01-03,12.0736456030097,8.75,7.01,10.49,4,0,0
ACORN-E,2014-01-04,12.5437995202133,6.82,4.06,9.58,5,1,0
ACORN-E,2014-01-05,13.2262160110062,6.840000000000001,1.72,11.96,6,1,0
ACORN-E,2014-01-06,12.2030733861158,10.955,9.34,12.57,0,0,0
ACORN-E,2014-01-07,11.9375863602031,10.18,8.98,11.38,1,0,0
ACORN-E,2014-01-08,11.6931236612479,9.495,7.37,11.62,2,0,0
ACORN-E,2014-01-09,11.702861872658,8.435,4.86,12.01,3,0,0
ACORN-E,2014-01-10,11.945971275057,6.41,2.68,10.14,4,0,0
ACORN-E,2014-01-11,11.9207370190276,4.805,1.02,8.59,5,1,0
ACORN-E,2014-01-12,13.3060000325236,4.6450000000000005,0.38,8.91,6,1,0
ACORN-F,2012-07-01,8.15838566587031,15.024999999999999,12.47,17.58,6,1,0
ACORN-F,2012-07-02,7.95666913746557,17.119999999999997,15.43,18.81,0,0,0
ACORN-F,2012-07-03,7.807432394229,18.695,15.95,21.44,1,0,0
ACORN-F,2012-07-04,7.81000361971278,18.765,15.2,22.33,2,0,0
ACORN-F,2012-07-05,7.61427578963484,16.74,14.78,18.7,3,0,1
ACORN-F,2012-07-06,7.646658458194,16.035,13.42,18.65,4,0,0
ACORN-F,2012-07-07,7.82419076741807,16.525,14.28,18.77,5,1,0
ACORN-F,2012-07-08,8.64759134518284,16.19,14.38,18.0,6,1,0
ACORN-F,2012-07-09,7.95569662071108,15.370000000000001,13.28,17.46,0,0,0
ACORN-F,2012-07-10,7.81819530870769,15.41,12.07,18.75,1,0,0
ACORN-F,2012-07-11,7.66628394166464,14.355,10.04,18.67,2,0,0
ACORN-F,2012-07-12,7.73997833892316,16.735,14.21,19.26,3,0,0
ACORN-F,2012-07-13,7.84945869606367,14.785,13.13,16.44,4,0,0
ACORN-F,2012-07-14,8.31611518297145,15.350000000000001,12.44,18.26,5,1,0
ACORN-F,2012-07-15,8.31692330451128,15.055,13.05,17.06,6,1,0
ACORN-F,2012-07-16,8.05797293308271,18.18,13.92,22.44,0,0,0
ACORN-F,2012-07-17,7.64346415805615,16.715,14.91,18.52,1,0,0
ACORN-F,2012-07-18,7.85271879819549,16.975,13.77,20.18,2,0,0
ACORN-F,2012-07-19,7.70686796877178,15.445,13.12,17.77,3,0,0
ACORN-F,2012-07-20,7.81318875411224,15.86,11.83,19.89,4,0,0
ACORN-F,2012-07-21,7.71858050140298,17.55,12.24,22.86,5,1,0
ACORN-F,2012-07-22,7.80218708865658,19.825,12.47,27.18,6,1,0
ACORN-F,2012-07-23,7.4753417261473,21.265,14.21,28.32,0,0,0
ACORN-F,2012-07-24,7.5193260543962,22.555,15.74,29.37,1,0,0
ACORN-F,2012-07-25,7.65545207961722,21.185000000000002,15.93,26.44,2,0,0
ACORN-F,2012-07-26,7.64856288819051,19.86,15.93,23.79,3,0,0
ACORN-F,2012-07-27,7.79404811909774,18.009999999999998,14.93,21.09,4,0,0
ACORN-F,2012-07-28,7.7993398487218,14.445,10.97,17.92,5,1,0
ACORN-F,2012-07-29,8.22997894631579,14.775,9.86,19.69,6,1,0
ACORN-F,2012-07-30,7.6897233087218,15.855,11.52,20.19,0,0,0
ACORN-F,2012-07-31,7.80943868418766,18.13,13.69,22.57,1,0,0
ACORN-F,2012-08-01,7.54261486945282,18.45,15.61,21.29,2,0,0
ACORN-F,2012-08-02,7.39867181190849,17.43,13.09,21.77,3,0,0
ACORN-F,2012-08-03,7.45797142902256,17.7,14.36,21.04,4,0,0
ACORN-F,2012-08-04,7.56464745042326,16.835,12.98,20.69,5,1,0
ACORN-F,2012-08-05,8.09897447944596,17.86,14.77,20.95,6,1,0
ACORN-F,2012-08-06,7.68518496120301,15.405000000000001,11.49,19.32,0,0,0
ACORN-F,2012-08-07,7.68255333829164,18.915,15.03,22.8,1,0,0
ACORN-F,2012-08-08,7.49018345954887,19.625,13.33,25.92,2,0,0
ACORN-F,2012-08-09,7.60315037473684,19.744999999999997,14.5,24.99,3,0,0
ACORN-F,2012-08-10,7.48035939759399,19.060000000000002,15.21,22.91,4,0,0
ACORN-F,2012-08-11,7.43800150330827,20.58,16.03,25.13,5,1,0
ACORN-F,2012-08-12,7.98719523652023,18.97,15.26,22.68,6,1,0
ACORN-F,2012-08-13,7.58283348914055,20.795,17.62,23.97,0,0,0
ACORN-F,2012-08-14,7.44999944934224,19.975,17.38,22.57,1,0,0
ACORN-F,2012-08-15,7.62185002705279,18.845,16.02,21.67,2,0,0
ACORN-F,2012-08-16,7.70947969954887,22.575000000000003,17.92,27.23,3,0,0
ACORN-F,2012-08-17,7.49230209048238,25.2,20.54,29.86,4,0,0
ACORN-F,2012-08-18,7.81824553447478,23.424999999999997,17.97,28.88,5,1,0
ACORN-F,2012-08-19,8.29778015913217,20.75,16.96,24.54,6,1,0
ACORN-F,2012-08-20,7.8939857598811,19.18,16.27,22.09,0,0,0
ACORN-F,2012-08-21,7.61443908531935,17.32,13.16,21.48,1,0,0
ACORN-F,2012-08-22,7.50516118907439,17.5,12.96,22.04,2,0,0
ACORN-F,2012-08-23,7.4733312103564,17.17,14.07,20.27,3,0,0
ACORN-F,2012-08-24,7.6870241332688,17.985,15.04,20.93,4,0,0
ACORN-F,2012-08-25,7.79732804055141,17.635,14.26,21.01,5,1,0
ACORN-F,2012-08-26,7.74202772941186,16.805,12.62,20.99,6,1,0
ACORN-F,2012-08-27,7.93656637722138,18.735,14.97,22.5,0,0,1
ACORN-F,2012-08-28,7.61127128385652,16.675,13.66,19.69,1,0,0
ACORN-F,2012-08-29,7.87713592259611,14.085,11.25,16.92,2,0,0
ACORN-F,2012-08-30,7.91188862784794,12.75,7.78,17.72,3,0,0
ACORN-F,2012-08-31,7.63220364702686,16.82,13.11,20.53,4,0,0
ACORN-F,2012-09-01,7.8167968761871,15.46,12.57,18.35,5,1,0
ACORN-F,2012-09-02,8.52907370734601,20.015,15.69,24.34,6,1,0
ACORN-F,2012-09-03,7.86752336767636,19.25,13.71,24.79,0,0,0
ACORN-F,2012-09-04,7.81415603485107,16.02,12.07,19.97,1,0,1
ACORN-F,2012-09-05,7.60572255548646,14.715,8.67,20.76,2,0,0
ACORN-F,2012-09-06,7.50317667112926,18.61,11.46,25.76,3,0,0
ACORN-F,2012-09-07,7.5020489797867,18.765,10.41,27.12,4,0,0
ACORN-F,2012-09-08,7.75505965708054,19.55,11.32,27.78,5,1,0
ACORN-F,2012-09-09,8.19095838831561,18.57,16.93,20.21,6,1,0
ACORN-F,2012-09-10,7.81055830431755,14.775,11.73,17.82,0,0,0
ACORN-F,2012-09-11,7.6346675633523,13.080000000000002,8.24,17.92,1,0,0
ACORN-F,2012-09-12,7.62347447432432,13.129999999999999,8.62,17.64,2,0,0
ACORN-F,2012-09-13,7.64511411261261,17.15,13.61,20.69,3,0,0
ACORN-F,2012-09-14,7.73215105948294,15.405000000000001,9.69,21.12,4,0,0
ACORN-F,2012-09-15,7.83029845885298,15.645,12.98,18.31,5,1,0
ACORN-F,2012-09-16,8.44091580331572,16.005,13.29,18.72,6,1,0
ACORN-F,2012-09-17,7.8697724528818,14.080000000000002,10.97,17.19,0,0,0
ACORN-F,2012-09-18,7.94526876966967,11.825,7.35,16.3,1,0,0
ACORN-F,2012-09-19,7.90062455140035,13.225,9.07,17.38,2,0,0
ACORN-F,2012-09-20,7.92782206950274,13.33,10.34,16.32,3,0,0
ACORN-F,2012-09-21,8.06067737150647,11.105,6.59,15.62,4,0,0
ACORN-F,2012-09-22,8.42032846636388,10.58,8.85,12.31,5,1,0
ACORN-F,2012-09-23,9.55269212084649,13.355,11.51,15.2,6,1,0
ACORN-F,2012-09-24,8.7125614176624,12.605,9.74,15.47,0,0,0
ACORN-F,2012-09-25,8.41758895421256,12.605,10.07,15.14,1,0,0
ACORN-F,2012-09-26,8.47962461398695,13.59,10.57,16.61,2,0,0
ACORN-F,2012-09-27,8.4628667989765,13.05,9.03,17.07,3,0,0
ACORN-F,2012-09-28,8.3808528512012,12.27,8.71,15.83,4,0,0
ACORN-F,2012-09-29,8.7540980886202,11.440000000000001,6.42,16.46,5,1,0
ACORN-F,2012-09-30,9.53704427148773,14.305,12.37,16.24,6,1,0
ACORN-F,2012-10-01,8.72875207351257,13.655000000000001,10.87,16.44,0,0,0
ACORN-F,2012-10-02,8.64945580311517,11.844999999999999,9.35,14.34,1,0,0
ACORN-F,2012-10-03,8.46590265903039,11.09,7.19,14.99,2,0,0
ACORN-F,2012-10-04,8.51379094764429,12.379999999999999,9.16,15.6,3,0,0
ACORN-F,2012-10-05,8.7792973883516,11.25,7.61,14.89,4,0,0
ACORN-F,2012-10-06,8.96004799679205,9.455,5.27,13.64,5,1,0
ACORN-F,2012-10-07,9.49112985893135,10.865,9.51,12.22,6,1,0
ACORN-F,2012-10-08,9.19348263749325,11.65,9.07,14.23,0,0,0
ACORN-F,2012-10-09,8.79824995039957,10.585,7.04,14.13,1,0,0
ACORN-F,2012-10-10,8.73557677825633,12.015,9.15,14.88,2,0,0
ACORN-F,2012-10-11,9.12781866658741,11.615,8.51,14.72,3,0,0
ACORN-F,2012-10-12,8.68690900300678,8.969999999999999,6.41,11.53,4,0,0
ACORN-F,2012-10-13,9.09855201434232,7.565,2.81,12.32,5,1,0
ACORN-F,2012-10-14,9.88272259484783,8.559999999999999,4.09,13.03,6,1,0
ACORN-F,2012-10-15,9.30346106169065,11.9,9.06,14.74,0,0,0
ACORN-F,2012-10-16,8.90850515557405,12.700000000000001,8.8,16.6,1,0,0
ACORN-F,2012-10-17,8.84476967330448,14.094999999999999,12.15,16.04,2,0,0
ACORN-F,2012-10-18,8.95317794380738,12.595,11.98,13.21,3,0,0
ACORN-F,2012-10-19,9.30473404955073,11.79,9.57,14.01,4,0,0
ACORN-F,2012-10-20,9.28581065118343,11.3,10.19,12.41,5,1,0
ACORN-F,2012-10-21,10.2001346150888,13.375,12.02,14.73,6,1,0
ACORN-F,2012-10-22,9.15668071511409,13.255,12.46,14.05,0,0,0
ACORN-F,2012-10-23,9.15794715971286,14.629999999999999,13.08,16.18,1,0,0
ACORN-F,2012-10-24,8.92314919380667,11.85,10.09,13.61,2,0,0
ACORN-F,2012-10-25,9.21547495070005,7.15,4.19,10.11,3,0,0
ACORN-F,2012-10-26,9.74867733268062,5.085,2.49,7.68,4,0,0
ACORN-F,2012-10-27,10.4704438609655,5.3,1.43,9.17,5,1,0
ACORN-F,2012-10-28,11.0259912237881,,,,6,1,0
ACORN-F,2012-10-29,9.85380810098218,10.030000000000001,7.66,12.4,0,0,0
ACORN-F,2012-10-30,9.77530639745698,8.245000000000001,5.57,10.92,1,0,0
ACORN-F,2012-10-31,9.60560413826165,9.405,6.45,12.36,2,0,0
ACORN-F,2012-11-01,9.69536187161346,7.83,4.2,11.46,3,0,0
ACORN-F,2012-11-02,9.98637970356168,7.195,4.61,9.78,4,0,0
ACORN-F,2012-11-03,10.3991167281885,6.335,3.22,9.45,5,1,0
ACORN-F,2012-11-04,11.2705693980534,5.8149999999999995,2.96,8.67,6,1,0
ACORN-F,2012-11-05,10.098133126244,6.0649999999999995,2.94,9.19,0,0,0
ACORN-F,2012-11-06,10.2197474863096,5.295,0.92,9.67,1,0,0
ACORN-F,2012-11-07,10.1026642416042,7.449999999999999,4.97,9.93,2,0,0
ACORN-F,2012-11-08,9.77226674170098,10.075,7.81,12.34,3,0,0
ACORN-F,2012-11-09,9.92474770480307,9.7,8.13,11.27,4,0,0
ACORN-F,2012-11-10,10.256899855022,7.755000000000001,5.2,10.31,5,1,0
ACORN-F,2012-11-11,10.9689714805301,5.984999999999999,2.1,9.87,6,1,0
ACORN-F,2012-11-12,9.93665051248164,8.35,4.52,12.18,0,0,0
ACORN-F,2012-11-13,9.48787811967695,12.36,10.06,14.66,1,0,0
ACORN-F,2012-11-14,9.5059925484257,9.975,7.33,12.62,2,0,0
ACORN-F,2012-11-15,9.91279451187321,7.76,6.45,9.07,3,0,0
ACORN-F,2012-11-16,9.98195137474043,7.55,5.91,9.19,4,0,0
ACORN-F,2012-11-17,10.3263704597998,10.309999999999999,8.18,12.44,5,1,0
ACORN-F,2012-11-18,10.7957988274596,5.745,2.07,9.42,6,1,0
ACORN-F,2012-11-19,9.94792070572687,7.36,3.49,11.23,0,0,0
ACORN-F,2012-11-20,9.79177474811836,12.170000000000002,10.88,13.46,1,0,0
ACORN-F,2012-11-21,9.95223672043109,8.965,6.06,11.87,2,0,0
ACORN-F,2012-11-22,9.8213351670213,9.825,6.56,13.09,3,0,0
ACORN-F,2012-11-23,9.86788210984518,7.91,5.12,10.7,4,0,0
ACORN-F,2012-11-24,10.7239350286687,6.775,3.64,9.91,5,1,0
ACORN-F,2012-11-25,10.8875566259361,10.0,7.46,12.54,6,1,0
ACORN-F,2012-11-26,10.1038179265775,8.93,7.17,10.69,0,0,0
ACORN-F,2012-11-27,10.2739320841315,7.445,6.42,8.47,1,0,0
ACORN-F,2012-11-28,10.6339453825431,5.17,3.45,6.89,2,0,0
ACORN-F,2012-11-29,10.8068883224067,3.735,1.63,5.84,3,0,0
ACORN-F,2012-11-30,11.1006960359765,1.74,-0.89,4.37,4,0,0
ACORN-F,2012-12-01,11.8252327458595,2.1900000000000004,-1.35,5.73,5,1,0
ACORN-F,2012-12-02,12.3552261406755,1.605,-1.55,4.76,6,1,0
ACORN-F,2012-12-03,10.8802657788182,6.58,2.94,10.22,0,0,0
ACORN-F,2012-12-04,10.8587125352098,4.470000000000001,1.21,7.73,1,0,0
ACORN-F,2012-12-05,11.2178511013756,1.56,-0.77,3.89,2,0,0
ACORN-F,2012-12-06,11.7294537443466,1.01,-2.82,4.84,3,0,0
ACORN-F,2012-12-07,11.4810174970288,4.65,2.97,6.33,4,0,0
ACORN-F,2012-12-08,11.4040328823035,4.8149999999999995,3.17,6.46,5,1,0
ACORN-F,2012-12-09,12.0320093025466,6.26,3.86,8.66,6,1,0
ACORN-F,2012-12-10,11.0490190863436,3.57,1.55,5.59,0,0,0
ACORN-F,2012-12-11,11.450379716391,0.10499999999999998,-2.49,2.7,1,0,0
ACORN-F,2012-12-12,11.8165729616679,-1.0150000000000001,-3.83,1.8,2,0,0
ACORN-F,2012-12-13,11.793483122253,0.11499999999999999,-1.35,1.58,3,0,0
ACORN-F,2012-12-14,11.5079353881057,6.135,1.93,10.34,4,0,0
ACORN-F,2012-12-15,11.1770983864905,9.04,6.91,11.17,5,1,0
ACORN-F,2012-12-16,11.5222441568109,7.57,5.32,9.82,6,1,0
ACORN-F,2012-12-17,10.6631287926494,7.359999999999999,5.62,9.1,0,0,0
ACORN-F,2012-12-18,10.5559043456001,6.3100000000000005,4.66,7.96,1,0,0
ACORN-F,2012-12-19,10.879535878705,5.255,3.07,7.44,2,0,0
ACORN-F,2012-12-20,10.8806594565364,8.05,6.53,9.57,3,0,0
ACORN-F,2012-12-21,10.5617596132573,7.994999999999999,6.3,9.69,4,0,0
ACORN-F,2012-12-22,11.2485831871309,9.555,6.04,13.07,5,1,0
ACORN-F,2012-12-23,10.8900636646534,11.21,9.34,13.08,6,1,0
ACORN-F,2012-12-24,10.7250568869068,9.935,7.57,12.3,0,0,0
ACORN-F,2012-12-25,10.9482071962508,7.800000000000001,6.46,9.14,1,0,1
ACORN-F,2012-12-26,10.2987787603245,7.505,4.83,10.18,2,0,1
ACORN-F,2012-12-27,10.6009868422141,7.195,6.42,7.97,3,0,0
ACORN-F,2012-12-28,10.68545813138,8.895,5.45,12.34,4,0,0
ACORN-F,2012-12-29,10.6515059736026,9.625,7.28,11.97,5,1,0
ACORN-F,2012-12-30,11.0149484915044,8.17,5.44,10.9,6,1,0
ACORN-F,2012-12-31,10.6185549773113,6.73,4.22,9.24,0,0,0
ACORN-F,2013-01-01,10.8454803710359,5.4,3.31,7.49,1,0,1
ACORN-F,2013-01-02,10.7101315365549,7.065,3.31,10.82,2,0,0
ACORN-F,2013-01-03,10.3265958682891,10.530000000000001,9.65,11.41,3,0,0
ACORN-F,2013-01-04,10.4127787612094,9.48,8.17,10.79,4,0,1
ACORN-F,2013-01-05,10.7091770209308,9.25,7.84,10.66,5,1,0
ACORN-F,2013-01-06,11.368108689128,7.76,6.91,8.61,6,1,0
ACORN-F,2013-01-07,10.3492277197442,8.09,7.1,9.08,0,0,0
ACORN-F,2013-01-08,10.0693392346608,10.125,9.02,11.23,1,0,0
ACORN-F,2013-01-09,10.1914097789662,5.49,1.77,9.21,2,0,0
ACORN-F,2013-01-10,10.8155997062038,2.295,1.16,3.43,3,0,0
ACORN-F,2013-01-11,10.7234244921563,3.295,0.89,5.7,4,0,0
ACORN-F,2013-01-12,11.6031079859467,3.14,1.75,4.53,5,1,0
ACORN-F,2013-01-13,12.1875409053608,2.26,1.04,3.48,6,1,0
ACORN-F,2013-01-14,11.6530715930233,1.265,-0.41,2.94,0,0,0
ACORN-F,2013-01-15,11.6532200914328,0.7749999999999999,-0.83,2.38,1,0,0
ACORN-F,2013-01-16,11.8167427043971,-1.19,-2.32,-0.06,2,0,0
ACORN-F,2013-01-17,11.9056285621918,-0.49,-3.86,2.88,3,0,0
ACORN-F,2013-01-18,12.575484757928,-0.29999999999999993,-1.93,1.33,4,0,0
ACORN-F,2013-01-19,13.2549438909488,0.09999999999999998,-0.65,0.85,5,1,0
ACORN-F,2013-01-20,13.4946010842738,-0.6849999999999999,-1.45,0.08,6,1,0
ACORN-F,2013-01-21,12.0973929118168,-0.405,-1.98,1.17,0,0,0
ACORN-F,2013-01-22,12.1079064041915,-0.45500000000000007,-3.73,2.82,1,0,0
ACORN-F,2013-01-23,11.7844702239424,2.0999999999999996,1.38,2.82,2,0,0
ACORN-F,2013-01-24,11.8284560105504,1.06,-0.11,2.23,3,0,0
ACORN-F,2013-01-25,11.954278741225,0.895,-1.19,2.98,4,0,0
ACORN-F,2013-01-26,11.6924004509413,4.965,2.37,7.56,5,1,0
ACORN-F,2013-01-27,11.9237959141964,7.49,4.72,10.26,6,1,0
ACORN-F,2013-01-28,11.1183086942479,6.779999999999999,3.02,10.54,0,0,0
ACORN-F,2013-01-29,10.2971620995632,11.425,9.76,13.09,1,0,0
ACORN-F,2013-01-30,9.92521599524422,10.035,7.51,12.56,2,0,0
ACORN-F,2013-01-31,10.0345717583169,8.53,7.12,9.94,3,0,0
ACORN-F,2013-02-01,10.3129260047838,6.095,4.16,8.03,4,0,0
ACORN-F,2013-02-02,11.1038997683154,3.5199999999999996,1.48,5.56,5,1,0
ACORN-F,2013-02-03,11.7116506203535,4.614999999999999,0.11,9.12,6,1,0
ACORN-F,2013-02-04,10.2444798585849,8.34,6.48,10.2,0,0,0
ACORN-F,2013-02-05,10.67891729197,4.300000000000001,2.16,6.44,1,0,0
ACORN-F,2013-02-06,10.9806430145525,4.51,2.86,6.16,2,0,0
ACORN-F,2013-02-07,11.1338687742885,3.3850000000000002,1.24,5.53,3,0,0
ACORN-F,2013-02-08,10.8501600440991,3.2,0.81,5.59,4,0,0
